"match_id","sample","view","stage","round","home_team","away_team","observed_outcome","predicted_outcome","confidence","target","metric","value"
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"over_2_5","over_2_5_log_loss",0.621757184473272
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"btts","btts_brier",0.301401
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"btts","btts_log_loss",0.796287939479459
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"scoreline","joint_scoreline_log_loss",
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"scoreline","home_goal_rps",
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"scoreline","away_goal_rps",
"GC06","strict","first_valid","group","Group C","Morocco","Haiti","home","home",0.6371,"scoreline","exact_score_hit",
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"regulation_1x2","rps",0.37029651955995
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"regulation_1x2","brier",0.800388379187828
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"regulation_1x2","log_loss",1.26718204727209
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"regulation_1x2","accuracy",0
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"goals","home_xg_absolute_error",1.58167689735868
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"goals","away_xg_absolute_error",0.11794341686723
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"goals","total_xg_squared_error",2.88870921252938
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"over_2_5","over_2_5_brier",0.237715870792957
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"over_2_5","over_2_5_log_loss",0.668573883763664
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"btts","btts_brier",0.229939905686094
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"btts","btts_log_loss",0.65300476842672
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"scoreline","joint_scoreline_log_loss",
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"scoreline","home_goal_rps",
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"scoreline","away_goal_rps",
"GD03","strict","first_valid","group","Group D","Turkey","Paraguay","away","home",0.473845034829433,"scoreline","exact_score_hit",
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"regulation_1x2","rps",0.29826196
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"regulation_1x2","brier",0.66002792
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"regulation_1x2","log_loss",1.07119169309212
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"regulation_1x2","accuracy",0
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"goals","home_xg_absolute_error",0.7511
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"goals","away_xg_absolute_error",1.4144
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"goals","total_xg_squared_error",0.43996689
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"over_2_5","over_2_5_brier",0.22963264
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"over_2_5","over_2_5_log_loss",0.652389188087778
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"btts","btts_brier",0.23367556
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"btts","btts_log_loss",0.660486398320397
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"scoreline","joint_scoreline_log_loss",
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"scoreline","home_goal_rps",
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"scoreline","away_goal_rps",
"GD04","strict","first_valid","group","Group D","United States","Australia","home","away",0.4054,"scoreline","exact_score_hit",
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"regulation_1x2","rps",0.271646245
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"regulation_1x2","brier",0.60714978
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"regulation_1x2","log_loss",0.999672340813206
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"regulation_1x2","accuracy",0
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"goals","home_xg_absolute_error",1.69
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"goals","away_xg_absolute_error",0.6504
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"goals","total_xg_squared_error",5.47747216
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"over_2_5","over_2_5_brier",0.27185796
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"over_2_5","over_2_5_log_loss",0.736890103507864
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"btts","btts_brier",0.26604964
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"btts","btts_log_loss",0.725257234478179
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"scoreline","joint_scoreline_log_loss",
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"scoreline","home_goal_rps",
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"scoreline","away_goal_rps",
"GD05","strict","first_valid","group","Group D","Turkey","United States","home","away",0.3793,"scoreline","exact_score_hit",
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"regulation_1x2","rps",0.162247045
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"regulation_1x2","brier",0.90468098
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"regulation_1x2","log_loss",1.43422489487744
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"regulation_1x2","accuracy",0
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"goals","home_xg_absolute_error",1.0343
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"goals","away_xg_absolute_error",1.7069
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"goals","total_xg_squared_error",7.51417744
"GD06","strict","first_valid","group","Group D","Paraguay","Australia","draw","away",0.512,"over_2_5","over_2_5_brier",0.24443136
