"sample","view","target","metric","cut_type","cut_value","n_scored","n_official","coverage","estimate","lower","upper"
"strict","first_valid","scoreline","home_goal_rps","outcome_class","home",0,104,0,,,
"strict","first_valid","scoreline","home_goal_rps","overall","all",0,104,0,,,
"strict","first_valid","scoreline","home_goal_rps","stage","group",0,52,0,,,
"strict","first_valid","scoreline","home_goal_rps","stage","knockout",0,31,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","confidence","high",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","confidence","low",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","confidence","medium",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","outcome_class","away",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","outcome_class","draw",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","outcome_class","home",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","overall","all",0,104,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","stage","group",0,52,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","stage","knockout",0,31,0,,,
"strict","latest_valid","btts","btts_brier","confidence","high",17,104,0.163461538461538,0.239587810649202,0.213383086072455,0.267268303458457
"strict","latest_valid","btts","btts_brier","confidence","low",28,104,0.269230769230769,0.250158228037006,0.243980208493456,0.256179562951792
"strict","latest_valid","btts","btts_brier","confidence","medium",38,104,0.365384615384615,0.253504820633043,0.244668195540214,0.262902587121192
"strict","latest_valid","btts","btts_brier","outcome_class","away",27,104,0.259615384615385,0.247783218716836,0.234490598552493,0.262537860299398
"strict","latest_valid","btts","btts_brier","outcome_class","draw",16,104,0.153846153846154,0.25173675601413,0.236558120969464,0.26591451434995
"strict","latest_valid","btts","btts_brier","outcome_class","home",40,104,0.384615384615385,0.24981678371369,0.239132406409047,0.260796625631377
"strict","latest_valid","btts","btts_brier","overall","all",83,104,0.798076923076923,0.249525377712389,0.242184544314573,0.256855892379387
"strict","latest_valid","btts","btts_brier","stage","group",52,52,1,0.246200650017477,0.23629249463308,0.256319677312879
"strict","latest_valid","btts","btts_brier","stage","knockout",31,31,1,0.255102340297401,0.24408041927867,0.266375933649007
"strict","latest_valid","btts","btts_log_loss","confidence","high",17,104,0.163461538461538,0.672365851371577,0.617038184472195,0.730320199664561
"strict","latest_valid","btts","btts_log_loss","confidence","low",28,104,0.269230769230769,0.693463676106382,0.681580812142341,0.705755600902743
"strict","latest_valid","btts","btts_log_loss","confidence","medium",38,104,0.365384615384615,0.700158266070313,0.680879295994989,0.718582650309901
"strict","latest_valid","btts","btts_log_loss","outcome_class","away",27,104,0.259615384615385,0.688739381799905,0.662184731950798,0.718639460795349
"strict","latest_valid","btts","btts_log_loss","outcome_class","draw",16,104,0.153846153846154,0.696590479421554,0.666627461487676,0.724798125247824
"strict","latest_valid","btts","btts_log_loss","outcome_class","home",40,104,0.384615384615385,0.692795138390628,0.669707170053516,0.715644590872
"strict","latest_valid","btts","btts_log_loss","overall","all",83,104,0.798076923076923,0.692207427891173,0.67817497348861,0.707273897467945
"strict","latest_valid","btts","btts_log_loss","stage","group",52,52,1,0.68552562238162,0.666359143117051,0.704344075158534
"strict","latest_valid","btts","btts_log_loss","stage","knockout",31,31,1,0.703415617778166,0.681600195098669,0.725883911827817
"strict","latest_valid","goals","away_xg_absolute_error","confidence","high",17,104,0.163461538461538,0.738246367202056,0.556694133555542,0.908707578330853
"strict","latest_valid","goals","away_xg_absolute_error","confidence","low",28,104,0.269230769230769,0.843163026620621,0.651884396357378,1.03851371777814
"strict","latest_valid","goals","away_xg_absolute_error","confidence","medium",38,104,0.365384615384615,0.921307356915504,0.70701592788394,1.16008642061229
"strict","latest_valid","goals","away_xg_absolute_error","outcome_class","away",27,104,0.259615384615385,1.0314261473199,0.760025774855709,1.33614564634814
"strict","latest_valid","goals","away_xg_absolute_error","outcome_class","draw",16,104,0.153846153846154,0.784962647008216,0.51811471913297,1.06377423209787
"strict","latest_valid","goals","away_xg_absolute_error","outcome_class","home",40,104,0.384615384615385,0.769013105520815,0.627478802523478,0.923213946294546
"strict","latest_valid","goals","away_xg_absolute_error","overall","all",83,104,0.798076923076923,0.85745099458556,0.729258576937434,0.986300411478801
"strict","latest_valid","goals","away_xg_absolute_error","stage","group",52,52,1,0.881633440447128,0.717694683919189,1.06641215343445
"strict","latest_valid","goals","away_xg_absolute_error","stage","knockout",31,31,1,0.816886891850027,0.63873665257289,1.00536542932167
"strict","latest_valid","goals","home_xg_absolute_error","confidence","high",17,104,0.163461538461538,1.00220965654346,0.739665954351205,1.27967881030266
"strict","latest_valid","goals","home_xg_absolute_error","confidence","low",28,104,0.269230769230769,0.906109706109708,0.710082762668152,1.1059385975984
"strict","latest_valid","goals","home_xg_absolute_error","confidence","medium",38,104,0.365384615384615,0.95133593443223,0.659130400516573,1.30061112417041
"strict","latest_valid","goals","home_xg_absolute_error","outcome_class","away",27,104,0.259615384615385,0.636700535933147,0.467998049974001,0.813761788313921
"strict","latest_valid","goals","home_xg_absolute_error","outcome_class","draw",16,104,0.153846153846154,1.06402648334614,0.754217523953652,1.36335043935344
"strict","latest_valid","goals","home_xg_absolute_error","outcome_class","home",40,104,0.384615384615385,1.10860158092506,0.826276489161016,1.4058607856967
"strict","latest_valid","goals","home_xg_absolute_error","overall","all",83,104,0.798076923076923,0.946498812538981,0.780340993726782,1.12321980626078
"strict","latest_valid","goals","home_xg_absolute_error","stage","group",52,52,1,1.11069882812392,0.880581813704966,1.37383771061291
"strict","latest_valid","goals","home_xg_absolute_error","stage","knockout",31,31,1,0.671066528331995,0.524965873686625,0.815063333176071
"strict","latest_valid","goals","total_xg_squared_error","confidence","high",17,104,0.163461538461538,2.72024293244654,1.26169685031459,4.36033302338278
"strict","latest_valid","goals","total_xg_squared_error","confidence","low",28,104,0.269230769230769,2.78471169504927,1.73060317643116,3.94408528482145
"strict","latest_valid","goals","total_xg_squared_error","confidence","medium",38,104,0.365384615384615,2.87450580653905,1.93438794788104,4.0160033800547
"strict","latest_valid","goals","total_xg_squared_error","outcome_class","away",27,104,0.259615384615385,2.15165226830091,1.32115964022517,3.08574942572281
"strict","latest_valid","goals","total_xg_squared_error","outcome_class","draw",16,104,0.153846153846154,4.41503894117646,2.61093984573961,6.3598877396218
"strict","latest_valid","goals","total_xg_squared_error","outcome_class","home",40,104,0.384615384615385,2.61780109146267,1.70880395474368,3.604413878896
"strict","latest_valid","goals","total_xg_squared_error","overall","all",83,104,0.798076923076923,2.81261780676452,2.14077339097524,3.53116048336341
"strict","latest_valid","goals","total_xg_squared_error","stage","group",52,52,1,3.49144269802686,2.55994720533414,4.41625511654762
"strict","latest_valid","goals","total_xg_squared_error","stage","knockout",31,31,1,1.67394379561477,0.978864340349927,2.43416164976379
"strict","latest_valid","over_2_5","over_2_5_brier","confidence","high",17,104,0.163461538461538,0.23348000621562,0.21008810753626,0.258447383292018
"strict","latest_valid","over_2_5","over_2_5_brier","confidence","low",28,104,0.269230769230769,0.244699048266903,0.23765884579542,0.251965241427906
"strict","latest_valid","over_2_5","over_2_5_brier","confidence","medium",38,104,0.365384615384615,0.252544984674059,0.248853109767981,0.25624028880498
"strict","latest_valid","over_2_5","over_2_5_brier","outcome_class","away",27,104,0.259615384615385,0.25216733138593,0.240707008562106,0.262522547651756
"strict","latest_valid","over_2_5","over_2_5_brier","outcome_class","draw",16,104,0.153846153846154,0.250621881982869,0.238837484635637,0.264252683140233
"strict","latest_valid","over_2_5","over_2_5_brier","outcome_class","home",40,104,0.384615384615385,0.239974370390176,0.231114720080219,0.248288680033788
"strict","latest_valid","over_2_5","over_2_5_brier","overall","all",83,104,0.798076923076923,0.245993287647627,0.239911092912301,0.251796782695738
"strict","latest_valid","over_2_5","over_2_5_brier","stage","group",52,52,1,0.2474251865732,0.239380762195873,0.255440597511017
"strict","latest_valid","over_2_5","over_2_5_brier","stage","knockout",31,31,1,0.243591392675699,0.234461675206431,0.252032632487031
"strict","latest_valid","over_2_5","over_2_5_log_loss","confidence","high",17,104,0.163461538461538,0.659775701371558,0.610550196025051,0.711871404312542
"strict","latest_valid","over_2_5","over_2_5_log_loss","confidence","low",28,104,0.269230769230769,0.682539882323264,0.668511149398282,0.697186057428362
"strict","latest_valid","over_2_5","over_2_5_log_loss","confidence","medium",38,104,0.365384615384615,0.698238239287514,0.690572620538358,0.705466026789954
"strict","latest_valid","over_2_5","over_2_5_log_loss","outcome_class","away",27,104,0.259615384615385,0.697420402323028,0.674626836119643,0.718642196401163
"strict","latest_valid","over_2_5","over_2_5_log_loss","outcome_class","draw",16,104,0.153846153846154,0.694438020355034,0.671255653887955,0.719420991583888
"strict","latest_valid","over_2_5","over_2_5_log_loss","outcome_class","home",40,104,0.384615384615385,0.672974938322278,0.655338698388682,0.689522270929147
"strict","latest_valid","over_2_5","over_2_5_log_loss","overall","all",83,104,0.798076923076923,0.685064538810764,0.673227398520968,0.69653239047661
"strict","latest_valid","over_2_5","over_2_5_log_loss","stage","group",52,52,1,0.687934764123043,0.671291678264417,0.704599433031821
"strict","latest_valid","over_2_5","over_2_5_log_loss","stage","knockout",31,31,1,0.680249967319199,0.662044497190712,0.696857604239422
"strict","latest_valid","regulation_1x2","accuracy","confidence","high",17,104,0.163461538461538,0.88235294117647,0.705882352941177,1
"strict","latest_valid","regulation_1x2","accuracy","confidence","low",28,104,0.269230769230769,0.464285714285714,0.285714285714286,0.642857142857143
"strict","latest_valid","regulation_1x2","accuracy","confidence","medium",38,104,0.365384615384615,0.789473684210526,0.657894736842105,0.921052631578947
"strict","latest_valid","regulation_1x2","accuracy","outcome_class","away",27,104,0.259615384615385,0.925925925925926,0.814814814814815,1
"strict","latest_valid","regulation_1x2","accuracy","outcome_class","draw",16,104,0.153846153846154,0,0,0
"strict","latest_valid","regulation_1x2","accuracy","outcome_class","home",40,104,0.384615384615385,0.825,0.7,0.925
"strict","latest_valid","regulation_1x2","accuracy","overall","all",83,104,0.798076923076923,0.698795180722892,0.590361445783133,0.795180722891566
"strict","latest_valid","regulation_1x2","accuracy","stage","group",52,52,1,0.653846153846154,0.519230769230769,0.769230769230769
"strict","latest_valid","regulation_1x2","accuracy","stage","knockout",31,31,1,0.774193548387097,0.612903225806452,0.903225806451613
"strict","latest_valid","regulation_1x2","brier","confidence","high",17,104,0.163461538461538,0.287531733443633,0.167539147289734,0.454213681802833
"strict","latest_valid","regulation_1x2","brier","confidence","low",28,104,0.269230769230769,0.657954982236556,0.608185949925613,0.710330640632456
"strict","latest_valid","regulation_1x2","brier","confidence","medium",38,104,0.365384615384615,0.455214166809669,0.384132598564279,0.534518832393875
"strict","latest_valid","regulation_1x2","brier","outcome_class","away",27,104,0.259615384615385,0.37448910139463,0.313612163336058,0.439130500018096
"strict","latest_valid","regulation_1x2","brier","outcome_class","draw",16,104,0.153846153846154,0.9119637382049,0.867246441172323,0.963401537572123
"strict","latest_valid","regulation_1x2","brier","outcome_class","home",40,104,0.384615384615385,0.397657294024983,0.339786969456189,0.455696978490549
"strict","latest_valid","regulation_1x2","brier","overall","all",83,104,0.798076923076923,0.489264063975093,0.43313599354846,0.546764695528496
"strict","latest_valid","regulation_1x2","brier","stage","group",52,52,1,0.501839009796074,0.424931534893775,0.580208554885322
"strict","latest_valid","regulation_1x2","brier","stage","knockout",31,31,1,0.468170606468932,0.389596199603398,0.55130942393506
"strict","latest_valid","regulation_1x2","log_loss","confidence","high",17,104,0.163461538461538,0.561771509167079,0.40337163137398,0.775956811555616
"strict","latest_valid","regulation_1x2","log_loss","confidence","low",28,104,0.269230769230769,1.08856066316476,1.01285471937277,1.17195543298949
"strict","latest_valid","regulation_1x2","log_loss","confidence","medium",38,104,0.365384615384615,0.803109688064154,0.699966715261287,0.912482548888226
"strict","latest_valid","regulation_1x2","log_loss","outcome_class","away",27,104,0.259615384615385,0.689554712821792,0.607227478716738,0.782707613432113
"strict","latest_valid","regulation_1x2","log_loss","outcome_class","draw",16,104,0.153846153846154,1.44640343718381,1.40527230980703,1.49359774565776
"strict","latest_valid","regulation_1x2","log_loss","outcome_class","home",40,104,0.384615384615385,0.719688753244051,0.637961552748801,0.799003106216784
"strict","latest_valid","regulation_1x2","log_loss","overall","all",83,104,0.798076923076923,0.849975691215558,0.76798672094438,0.934417898009315
"strict","latest_valid","regulation_1x2","log_loss","stage","group",52,52,1,0.867139979512211,0.761232897645129,0.971776452174999
"strict","latest_valid","regulation_1x2","log_loss","stage","knockout",31,31,1,0.821183981814722,0.712446784321532,0.940243315399508
"strict","latest_valid","regulation_1x2","rps","confidence","high",17,104,0.163461538461538,0.0887324010074699,0.0651711536266777,0.118199630498964
"strict","latest_valid","regulation_1x2","rps","confidence","low",28,104,0.269230769230769,0.217284500073405,0.195999619375116,0.238557685207749
"strict","latest_valid","regulation_1x2","rps","confidence","medium",38,104,0.365384615384615,0.164724612216123,0.14404650171128,0.190343101772854
"strict","latest_valid","regulation_1x2","rps","outcome_class","away",27,104,0.259615384615385,0.160538340199975,0.131876710368739,0.192975648783704
"strict","latest_valid","regulation_1x2","rps","outcome_class","draw",16,104,0.153846153846154,0.164229694019984,0.150206680252243,0.18105030689977
"strict","latest_valid","regulation_1x2","rps","outcome_class","home",40,104,0.384615384615385,0.172243544841898,0.144384256608902,0.200300833040792
"strict","latest_valid","regulation_1x2","rps","overall","all",83,104,0.798076923076923,0.166890988956566,0.15038154959766,0.184134634735988
"strict","latest_valid","regulation_1x2","rps","stage","group",52,52,1,0.163012295637682,0.141510903261015,0.184490220996672
"strict","latest_valid","regulation_1x2","rps","stage","knockout",31,31,1,0.173397184201145,0.146197201742163,0.202451213450581
"strict","latest_valid","scoreline","away_goal_rps","confidence","high",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","confidence","low",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","confidence","medium",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","outcome_class","away",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","outcome_class","draw",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","outcome_class","home",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","overall","all",0,104,0,,,
"strict","latest_valid","scoreline","away_goal_rps","stage","group",0,52,0,,,
"strict","latest_valid","scoreline","away_goal_rps","stage","knockout",0,31,0,,,
"strict","latest_valid","scoreline","exact_score_hit","confidence","high",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","confidence","low",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","confidence","medium",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","outcome_class","away",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","outcome_class","draw",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","outcome_class","home",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","overall","all",0,104,0,,,
"strict","latest_valid","scoreline","exact_score_hit","stage","group",0,52,0,,,
"strict","latest_valid","scoreline","exact_score_hit","stage","knockout",0,31,0,,,
"strict","latest_valid","scoreline","home_goal_rps","confidence","high",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","confidence","low",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","confidence","medium",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","outcome_class","away",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","outcome_class","draw",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","outcome_class","home",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","overall","all",0,104,0,,,
"strict","latest_valid","scoreline","home_goal_rps","stage","group",0,52,0,,,
"strict","latest_valid","scoreline","home_goal_rps","stage","knockout",0,31,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","confidence","high",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","confidence","low",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","confidence","medium",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","outcome_class","away",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","outcome_class","draw",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","outcome_class","home",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","overall","all",0,104,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","stage","group",0,52,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","stage","knockout",0,31,0,,,
"exploratory","first_valid","regulation_1x2","accuracy","team_balanced","all_teams",48,48,1,0.670287698412698,0.586259920634921,0.747848875661376
"strict","first_valid","regulation_1x2","accuracy","team_balanced","all_teams",48,48,1,0.654265873015873,0.570222387566138,0.73379546957672
"exploratory","latest_valid","regulation_1x2","accuracy","team_balanced","all_teams",48,48,1,0.699801587301587,0.615393931878307,0.77833664021164
"strict","latest_valid","regulation_1x2","accuracy","team_balanced","all_teams",48,48,1,0.682043650793651,0.605109126984127,0.761357886904762
"exploratory","first_valid","scoreline","away_goal_rps","team_balanced","all_teams",0,48,0,,,
"strict","first_valid","scoreline","away_goal_rps","team_balanced","all_teams",0,48,0,,,
"exploratory","latest_valid","scoreline","away_goal_rps","team_balanced","all_teams",0,48,0,,,
"strict","latest_valid","scoreline","away_goal_rps","team_balanced","all_teams",0,48,0,,,
"exploratory","first_valid","goals","away_xg_absolute_error","team_balanced","all_teams",48,48,1,0.855034435791782,0.751923369947753,0.966306203328824
"strict","first_valid","goals","away_xg_absolute_error","team_balanced","all_teams",48,48,1,0.865243220029631,0.764705328211317,0.982077472150435
"exploratory","latest_valid","goals","away_xg_absolute_error","team_balanced","all_teams",48,48,1,0.86137359676881,0.753799265713534,0.987010007953116
"strict","latest_valid","goals","away_xg_absolute_error","team_balanced","all_teams",48,48,1,0.861269057220734,0.754430107884409,0.971636129805089
"exploratory","first_valid","regulation_1x2","brier","team_balanced","all_teams",48,48,1,0.488262908311304,0.441601789390181,0.536592288566802
"strict","first_valid","regulation_1x2","brier","team_balanced","all_teams",48,48,1,0.499103671956443,0.454628177296878,0.547763536110972
"exploratory","latest_valid","regulation_1x2","brier","team_balanced","all_teams",48,48,1,0.49195292176153,0.446158384541712,0.536499739570929
"strict","latest_valid","regulation_1x2","brier","team_balanced","all_teams",48,48,1,0.49490078038773,0.449643297817732,0.541046097895574
"exploratory","first_valid","btts","btts_brier","team_balanced","all_teams",48,48,1,0.247348403348543,0.240745264230883,0.253947060381243
"strict","first_valid","btts","btts_brier","team_balanced","all_teams",48,48,1,0.248132199353117,0.241802726384883,0.254248478346564
"exploratory","latest_valid","btts","btts_brier","team_balanced","all_teams",48,48,1,0.247820531102222,0.24150959987365,0.254058179996364
"strict","latest_valid","btts","btts_brier","team_balanced","all_teams",48,48,1,0.24838780145399,0.242161266240399,0.254721448083561
"exploratory","first_valid","btts","btts_log_loss","team_balanced","all_teams",48,48,1,0.687829419270584,0.674782027170992,0.700863584781405
"strict","first_valid","btts","btts_log_loss","team_balanced","all_teams",48,48,1,0.689402399013735,0.676843745978215,0.70148334037853
"exploratory","latest_valid","btts","btts_log_loss","team_balanced","all_teams",48,48,1,0.688784424556263,0.676912131426164,0.701726056518778
"strict","latest_valid","btts","btts_log_loss","team_balanced","all_teams",48,48,1,0.68992586583405,0.677126343000907,0.703010784837021
"exploratory","first_valid","scoreline","exact_score_hit","team_balanced","all_teams",0,48,0,,,
"strict","first_valid","scoreline","exact_score_hit","team_balanced","all_teams",0,48,0,,,
"exploratory","latest_valid","scoreline","exact_score_hit","team_balanced","all_teams",0,48,0,,,
"strict","latest_valid","scoreline","exact_score_hit","team_balanced","all_teams",0,48,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","team_balanced","all_teams",0,48,0,,,
"strict","first_valid","scoreline","home_goal_rps","team_balanced","all_teams",0,48,0,,,
"exploratory","latest_valid","scoreline","home_goal_rps","team_balanced","all_teams",0,48,0,,,
"strict","latest_valid","scoreline","home_goal_rps","team_balanced","all_teams",0,48,0,,,
"exploratory","first_valid","goals","home_xg_absolute_error","team_balanced","all_teams",48,48,1,0.97187184387086,0.823926953733312,1.12052644389503
"strict","first_valid","goals","home_xg_absolute_error","team_balanced","all_teams",48,48,1,0.980085801593583,0.842107450432184,1.13878843480015
"exploratory","latest_valid","goals","home_xg_absolute_error","team_balanced","all_teams",48,48,1,0.982355870300731,0.839157327199948,1.12630188140371
"strict","latest_valid","goals","home_xg_absolute_error","team_balanced","all_teams",48,48,1,0.980371206568783,0.844243727102644,1.1379299175039
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","team_balanced","all_teams",0,48,0,,,
"strict","first_valid","scoreline","joint_scoreline_log_loss","team_balanced","all_teams",0,48,0,,,
"exploratory","latest_valid","scoreline","joint_scoreline_log_loss","team_balanced","all_teams",0,48,0,,,
"strict","latest_valid","scoreline","joint_scoreline_log_loss","team_balanced","all_teams",0,48,0,,,
"exploratory","first_valid","regulation_1x2","log_loss","team_balanced","all_teams",48,48,1,0.849408453187167,0.785047737518981,0.914587003986727
"strict","first_valid","regulation_1x2","log_loss","team_balanced","all_teams",48,48,1,0.864059426318045,0.802468212434703,0.929101494455764
"exploratory","latest_valid","regulation_1x2","log_loss","team_balanced","all_teams",48,48,1,0.854308121972775,0.793254394968952,0.915865528751554
"strict","latest_valid","regulation_1x2","log_loss","team_balanced","all_teams",48,48,1,0.858346567787776,0.796403721795889,0.920823303324323
"exploratory","first_valid","over_2_5","over_2_5_brier","team_balanced","all_teams",48,48,1,0.246486409272896,0.241218178640912,0.25180252058313
"strict","first_valid","over_2_5","over_2_5_brier","team_balanced","all_teams",48,48,1,0.2462437655868,0.24132278350339,0.251103030056221
"exploratory","latest_valid","over_2_5","over_2_5_brier","team_balanced","all_teams",48,48,1,0.246941805608279,0.241849596176383,0.252084393835139
"strict","latest_valid","over_2_5","over_2_5_brier","team_balanced","all_teams",48,48,1,0.245481730452989,0.240286747382919,0.250507507980079
"exploratory","first_valid","over_2_5","over_2_5_log_loss","team_balanced","all_teams",48,48,1,0.686058356376486,0.675481606582735,0.69657317355827
"strict","first_valid","over_2_5","over_2_5_log_loss","team_balanced","all_teams",48,48,1,0.685585988914395,0.675381507439166,0.695290689931501
"exploratory","latest_valid","over_2_5","over_2_5_log_loss","team_balanced","all_teams",48,48,1,0.686961432951356,0.675326828469793,0.696987758160572
"strict","latest_valid","over_2_5","over_2_5_log_loss","team_balanced","all_teams",48,48,1,0.684036765403221,0.673620855858923,0.695015294929843
"exploratory","first_valid","regulation_1x2","rps","team_balanced","all_teams",48,48,1,0.164096663131527,0.148640100758578,0.180203907930553
"strict","first_valid","regulation_1x2","rps","team_balanced","all_teams",48,48,1,0.167596302294801,0.152995576414289,0.184302904850161
"exploratory","latest_valid","regulation_1x2","rps","team_balanced","all_teams",48,48,1,0.16566131248914,0.151991147675184,0.179995573752932
"strict","latest_valid","regulation_1x2","rps","team_balanced","all_teams",48,48,1,0.165596479343362,0.151243668676849,0.180295470219566
"exploratory","first_valid","goals","total_xg_squared_error","team_balanced","all_teams",48,48,1,2.83966064615682,2.42379107402686,3.25769072039767
"strict","first_valid","goals","total_xg_squared_error","team_balanced","all_teams",48,48,1,2.88102666154827,2.46288551185806,3.30142071508117
"exploratory","latest_valid","goals","total_xg_squared_error","team_balanced","all_teams",48,48,1,2.8310438525826,2.39781837779198,3.26258359621021
"strict","latest_valid","goals","total_xg_squared_error","team_balanced","all_teams",48,48,1,2.87642244505285,2.45820903104803,3.31179434256984
"exploratory","paired_delta_latest_minus_first","regulation_1x2","accuracy","overall","all",79,104,0.759615384615385,0.0253164556962025,0,0.0632911392405064
"strict","paired_delta_latest_minus_first","regulation_1x2","accuracy","overall","all",83,104,0.798076923076923,0.0240963855421687,0,0.0602409638554217
"exploratory","paired_delta_latest_minus_first","scoreline","away_goal_rps","overall","all",0,104,0,,,
"strict","paired_delta_latest_minus_first","scoreline","away_goal_rps","overall","all",0,104,0,,,
"exploratory","paired_delta_latest_minus_first","goals","away_xg_absolute_error","overall","all",79,104,0.759615384615385,0.0038086277934835,-0.0141989978573805,0.0212283488261247
"strict","paired_delta_latest_minus_first","goals","away_xg_absolute_error","overall","all",83,104,0.798076923076923,-0.00358894593946581,-0.0181028530803379,0.010140298700577
"exploratory","paired_delta_latest_minus_first","regulation_1x2","brier","overall","all",79,104,0.759615384615385,0.00247408686182124,-0.00622528849105736,0.0112593532139629
"strict","paired_delta_latest_minus_first","regulation_1x2","brier","overall","all",83,104,0.798076923076923,-0.00388879546971312,-0.0106262146942194,0.00272446168940139
"exploratory","paired_delta_latest_minus_first","btts","btts_brier","overall","all",79,104,0.759615384615385,0.00042978025810752,-0.000550663382252509,0.00135229184051533
"strict","paired_delta_latest_minus_first","btts","btts_brier","overall","all",83,104,0.798076923076923,0.000165758363770717,-0.00072780942677869,0.000983916345515788
"exploratory","paired_delta_latest_minus_first","btts","btts_log_loss","overall","all",79,104,0.759615384615385,0.00086872714265269,-0.00108147947611145,0.00275170613418726
"strict","paired_delta_latest_minus_first","btts","btts_log_loss","overall","all",83,104,0.798076923076923,0.000341104068017536,-0.00136834959112078,0.00196945387775758
"exploratory","paired_delta_latest_minus_first","scoreline","exact_score_hit","overall","all",0,104,0,,,
"strict","paired_delta_latest_minus_first","scoreline","exact_score_hit","overall","all",0,104,0,,,
"exploratory","paired_delta_latest_minus_first","scoreline","home_goal_rps","overall","all",0,104,0,,,
"strict","paired_delta_latest_minus_first","scoreline","home_goal_rps","overall","all",0,104,0,,,
"exploratory","paired_delta_latest_minus_first","goals","home_xg_absolute_error","overall","all",79,104,0.759615384615385,0.0096256919883534,-0.00427471201017269,0.0252031088778872
"strict","paired_delta_latest_minus_first","goals","home_xg_absolute_error","overall","all",83,104,0.798076923076923,0.00132113256941213,-0.00981218122245669,0.0134237699962109
"exploratory","paired_delta_latest_minus_first","scoreline","joint_scoreline_log_loss","overall","all",0,104,0,,,
"strict","paired_delta_latest_minus_first","scoreline","joint_scoreline_log_loss","overall","all",0,104,0,,,
"exploratory","paired_delta_latest_minus_first","regulation_1x2","log_loss","overall","all",79,104,0.759615384615385,0.00339568021126049,-0.00830768221630544,0.0155037800990212
"strict","paired_delta_latest_minus_first","regulation_1x2","log_loss","overall","all",83,104,0.798076923076923,-0.00513945299637669,-0.0137349576327202,0.00360554483090513
"exploratory","paired_delta_latest_minus_first","over_2_5","over_2_5_brier","overall","all",79,104,0.759615384615385,0.000307093569398496,-0.00113536454832385,0.00191506497843864
"strict","paired_delta_latest_minus_first","over_2_5","over_2_5_brier","overall","all",83,104,0.798076923076923,-0.00057127781090213,-0.00187867567210622,0.00073693217558285
"exploratory","paired_delta_latest_minus_first","over_2_5","over_2_5_log_loss","overall","all",79,104,0.759615384615385,0.00060653777535124,-0.00232463247602417,0.00396491296649544
"strict","paired_delta_latest_minus_first","over_2_5","over_2_5_log_loss","overall","all",83,104,0.798076923076923,-0.0011638281203774,-0.0035448695433314,0.00126772065037423
"exploratory","paired_delta_latest_minus_first","regulation_1x2","rps","overall","all",79,104,0.759615384615385,0.00105515701252764,-0.00298190058402189,0.00508565837112822
"strict","paired_delta_latest_minus_first","regulation_1x2","rps","overall","all",83,104,0.798076923076923,-0.00178983132204837,-0.00486212042370477,0.00120570062101146
"exploratory","paired_delta_latest_minus_first","goals","total_xg_squared_error","overall","all",79,104,0.759615384615385,-0.00871409896301072,-0.0345707440060034,0.0243566338679238
"strict","paired_delta_latest_minus_first","goals","total_xg_squared_error","overall","all",83,104,0.798076923076923,-0.00468643211710088,-0.0302692708154996,0.0245945146078536
