"match_id","round","slot1_label","slot1_team","slot1_display","slot1_source_match_id","slot2_label","slot2_team","slot2_display","slot2_source_match_id","prematch_slot1_probability","prematch_slot1_advancement_probability","prematch_slot1_regulation_win_probability","prematch_slot1_extra_time_penalty_probability","prematch_slot1_tiebreak_probability","prematch_slot2_probability","prematch_slot2_advancement_probability","prematch_slot2_regulation_win_probability","prematch_slot2_extra_time_penalty_probability","prematch_slot2_tiebreak_probability","prematch_draw_after_regulation_probability","prematch_projected_winner_team","prematch_projected_winner","prematch_projected_winner_match_probability","prematch_projected_winner_regulation_probability","prematch_projected_winner_extra_time_penalty_probability","prematch_projected_winner_tiebreak_probability","prematch_projected_winner_route_label","prematch_slot1_expected_goals","prematch_slot2_expected_goals","prematch_most_likely_score","prematch_most_likely_score_probability","prematch_rounded_expected_score","prematch_over_2_5_probability","prematch_both_teams_to_score_probability","prematch_top_scorelines_label","prematch_generated_at","prematch_feature_cutoff_date","prematch_actual_results_cutoff_date","prematch_forecast_source"
"M93","Round of 16","Winner M83","Portugal","Portugal","M83","Winner M84","Spain","Spain","M84",0.65998,0.434851580353426,0.331101185501355,0.103750394852071,0.412998828218093,0.7306,0.565148419646575,0.417686491936599,0.147461927709976,0.587001171781907,0.251212322562047,"Spain","Spain",0.565148419646575,0.417686491936599,0.147461927709976,0.587001171781907,"90' win 41.8% + (90' draw 25.1% x ET/pens share 58.7% = 14.7%)",1.22227924243476,1.44632662320534,"1-1",0.105189526835664,"1-1",0.480226935333135,0.483038722225717,"1-1 10.5% | 0-1 10.3% | 1-0 9.4% | 0-0 9.2% | 1-2 7.1%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M94","Round of 16","Winner M81","United States","United States","M81","Winner M82","Belgium","Belgium","M82",0.7408,0.351557208599375,0.270193841609292,0.0813633669900832,0.334999532195628,0.55315,0.648442791400625,0.486930096872599,0.161512694528026,0.665000467804372,0.24287606151811,"Belgium","Belgium",0.648442791400625,0.486930096872599,0.161512694528026,0.665000467804372,"90' win 48.7% + (90' draw 24.3% x ET/pens share 66.5% = 16.2%)",1.08150851292161,1.6339801721991,"0-1",0.110553062961183,"1-2",0.489390739936717,0.477059553764845,"0-1 11.1% | 1-1 10.2% | 0-0 9.0% | 1-0 8.3% | 0-2 8.2%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M95","Round of 16","Winner M86","Argentina","Argentina","M86","Winner M88","Australia","Australia","M88",0.88693,0.799583259311651,0.629589195042585,0.169994064269066,0.828916580015763,0.5385,0.200416740688349,0.165330983456157,0.0350857572321923,0.171083419984237,0.205079821501259,"Argentina","Argentina",0.799583259311651,0.629589195042585,0.169994064269066,0.828916580015763,"90' win 63.0% + (90' draw 20.5% x ET/pens share 82.9% = 17.0%)",2.07756674318184,0.850083850349322,"1-0",0.118207904373202,"2-1",0.53380150922788,0.452964880290863,"1-0 11.8% | 2-0 10.7% | 1-1 8.6% | 2-1 7.7% | 0-0 7.6%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M96","Round of 16","Winner M85","Algeria","Algeria","M85","Winner M87","Colombia","Colombia","M87",0.52711,0.420481185053311,0.329757941658746,0.0907232433945658,0.361218962005124,0.78658,0.579518814946689,0.419083473279823,0.160435341666866,0.638781037994876,0.251158585061431,"Colombia","Colombia",0.579518814946689,0.419083473279823,0.160435341666866,0.638781037994876,"90' win 41.9% + (90' draw 25.1% x ET/pens share 63.9% = 16.0%)",1.21883920157071,1.44961832424439,"1-1",0.105161022419679,"1-1",0.480178222447678,0.482841543932783,"1-1 10.5% | 0-1 10.3% | 1-0 9.4% | 0-0 9.2% | 1-2 7.1%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M97","Quarter-finals","Winner M89","France","France","M89","Winner M90","Morocco","Morocco","M90",0.61399,0.564477883334393,0.415559041576772,0.14891884175762,0.593063447998214,0.6618,0.435522116665608,0.33333992992405,0.102182186741558,0.406936552001786,0.251101028499178,"France","France",0.564477883334393,0.415559041576772,0.14891884175762,0.593063447998214,"90' win 41.6% + (90' draw 25.1% x ET/pens share 59.3% = 14.9%)",1.42826640318326,1.23882582883822,"1-0",0.106158362243235,"1-1",0.480493757048135,0.483721137521991,"1-0 10.6% | 1-1 10.5% | 0-0 9.2% | 0-1 9.1% | 2-0 7.2%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M98","Quarter-finals","Winner M93","Spain","Spain","M93","Winner M94","Belgium","Belgium","M94",0.44871,0.629119192398353,0.46987311579456,0.159246076603792,0.64962580858395,0.3862,0.370880807601647,0.284991801055162,0.0858890065464846,0.35037419141605,0.245135083150277,"Spain","Spain",0.629119192398353,0.46987311579456,0.159246076603792,0.64962580858395,"90' win 47.0% + (90' draw 24.5% x ET/pens share 65.0% = 15.9%)",1.57085503264755,1.12572464000126,"1-0",0.111960830659381,"2-1",0.48692486399359,0.479960110709257,"1-0 11.2% | 1-1 10.3% | 0-0 9.0% | 0-1 8.2% | 2-0 8.1%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M99","Quarter-finals","Winner M91","Brazil","Brazil","M91","Winner M92","England","England","M92",0.69201,0.527347630995742,0.375986660153704,0.151360970842038,0.598802743444581,0.49748,0.472652369004258,0.371240665540661,0.101411703463597,0.401197256555419,0.252772674305635,"Brazil","Brazil",0.527347630995742,0.375986660153704,0.151360970842038,0.598802743444581,"90' win 37.6% + (90' draw 25.3% x ET/pens share 59.9% = 15.1%)",1.3290333083433,1.32919768446303,"1-1",0.105875842213404,"1-1",0.478369126346023,0.484124946510749,"1-1 10.6% | 1-0 10.1% | 0-1 9.7% | 0-0 9.3% | 2-1 6.7%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M100","Quarter-finals","Winner M95","Argentina","Argentina","M95","Winner M96","Colombia","Colombia","M96",0.72027,0.704996855907696,0.551461243046057,0.153535612861639,0.671600779954129,0.46582,0.295003144092303,0.219927329682929,0.0750758144093742,0.328399220045871,0.228611427271014,"Argentina","Argentina",0.704996855907696,0.551461243046057,0.153535612861639,0.671600779954129,"90' win 55.1% + (90' draw 22.9% x ET/pens share 67.2% = 15.4%)",1.80893073365678,0.976395806388497,"1-0",0.117355142511377,"2-1",0.505439550776281,0.469011646643534,"1-0 11.7% | 1-1 9.6% | 2-0 9.5% | 0-0 8.4% | 2-1 7.8%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M101","Semi-finals","Winner M97","France","France","M97","Winner M99","Brazil","Brazil","M99",0.37835,0.488966413790008,0.373995201383344,0.114971212406664,0.454819696596026,0.41943,0.511033586209993,0.373220644220674,0.137812941989319,0.545180303403974,0.252784154395983,"Brazil","Brazil",0.511033586209993,0.373220644220674,0.137812941989319,0.545180303403974,"90' win 37.3% + (90' draw 25.3% x ET/pens share 54.5% = 13.8%)",1.32417731837862,1.33403825413077,"1-1",0.105879231203235,"1-1",0.478352307363039,0.484113350130429,"1-1 10.6% | 1-0 10.1% | 0-1 9.7% | 0-0 9.3% | 2-1 6.7%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M102","Semi-finals","Winner M98","Spain","Spain","M98","Winner M100","Argentina","Argentina","M100",0.30996,0.418050968869031,0.315833875685705,0.102217093183326,0.409051243907227,0.54078,0.581949031130968,0.434277889757283,0.147671141373684,0.590948756092773,0.24988823455701,"Argentina","Argentina",0.581949031130968,0.434277889757283,0.147671141373684,0.590948756092773,"90' win 43.4% + (90' draw 25.0% x ET/pens share 59.1% = 14.8%)",1.18636963084478,1.4893478122943,"0-1",0.105279273205226,"1-1",0.481580542309174,0.481935303330562,"0-1 10.5% | 1-1 10.5% | 0-0 9.2% | 1-0 9.1% | 0-2 7.2%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"M104","Final","Winner M101","Brazil","Brazil","M101","Winner M102","Argentina","Argentina","M102",0.25037,0.396121510331187,0.29860057938906,0.0975209309421274,0.393623387368144,0.36458,0.603878489668813,0.453647548969942,0.150230940698871,0.606376612631856,0.247751871640998,"Argentina","Argentina",0.603878489668813,0.453647548969942,0.150230940698871,0.606376612631856,"90' win 45.4% + (90' draw 24.8% x ET/pens share 60.6% = 15.0%)",1.14664827514396,1.54135028281226,"0-1",0.107384183726455,"1-2",0.483988292403114,0.480500317832218,"0-1 10.7% | 1-1 10.4% | 0-0 9.1% | 1-0 8.8% | 0-2 7.6%","2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
"Champion","Champion","Winner M104","Argentina","Argentina","M104","",NA,NA,NA,0.24199,0.24199,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina","Argentina",0.24199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2026-07-01 00:57:57.646951","2026-06-30","2026-07-01","dashboard_bracket_archive"
