"round","match_id","slot1_label","slot2_label","slot1_team","slot1_display","slot1_probability","slot1_advancement_probability","slot1_regulation_win_probability","slot1_extra_time_penalty_probability","slot1_tiebreak_probability","slot1_source_match_id","slot2_team","slot2_display","slot2_probability","slot2_advancement_probability","slot2_regulation_win_probability","slot2_extra_time_penalty_probability","slot2_tiebreak_probability","slot2_source_match_id","draw_after_regulation_probability","projected_winner_team","projected_winner","projected_winner_match_probability","projected_winner_regulation_probability","projected_winner_extra_time_penalty_probability","projected_winner_tiebreak_probability","projected_winner_route_label","slot1_expected_goals","slot2_expected_goals","most_likely_score","most_likely_score_probability","rounded_expected_score","over_2_5_probability","both_teams_to_score_probability","top_scorelines_label","projected_winner_stage_probability","projected_winner_title_probability","next_match_id","projected_winner_continues","projected_champion_path","is_completed","match_status","actual_match_date","actual_slot1_goals","actual_slot2_goals","actual_score","actual_winner_team","actual_winner","actual_winner_continues","prematch_slot1_probability","prematch_slot1_advancement_probability","prematch_slot1_regulation_win_probability","prematch_slot1_extra_time_penalty_probability","prematch_slot1_tiebreak_probability","prematch_slot2_probability","prematch_slot2_advancement_probability","prematch_slot2_regulation_win_probability","prematch_slot2_extra_time_penalty_probability","prematch_slot2_tiebreak_probability","prematch_draw_after_regulation_probability","prematch_projected_winner_team","prematch_projected_winner","prematch_projected_winner_match_probability","prematch_projected_winner_regulation_probability","prematch_projected_winner_extra_time_penalty_probability","prematch_projected_winner_tiebreak_probability","prematch_projected_winner_route_label","prematch_slot1_expected_goals","prematch_slot2_expected_goals","prematch_most_likely_score","prematch_most_likely_score_probability","prematch_rounded_expected_score","prematch_over_2_5_probability","prematch_both_teams_to_score_probability","prematch_top_scorelines_label","prematch_generated_at","prematch_feature_cutoff_date","prematch_actual_results_cutoff_date","prematch_forecast_source","prematch_forecast_available"
"Round of 32","M83","Runner-up Group K","Runner-up Group L","Portugal","Portugal",1,0.660775785237257,0.513238004634888,0.147537780602369,0.621285676893591,NA,"Croatia","Croatia",1,0.339224214762743,0.249290271664586,0.089933943098157,0.378714323106409,NA,0.237471723700526,"Portugal","Portugal",0.660775785237257,0.513238004634888,0.147537780602369,0.621285676893591,"90' win 51.3% + (90' draw 23.7% x ET/pens share 62.1% = 14.8%)",1.69270394491468,1.04332885938472,"1-0",0.115409677193541,"2-1",0.495250583156208,0.474753679179855,"1-0 11.5% | 1-1 9.9% | 2-0 8.9% | 0-0 8.7% | 2-1 7.7%",0.66024,0.05228,"M93",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.660775785237257,0.513238004634888,0.147537780602369,0.621285676893591,1,0.339224214762743,0.249290271664586,0.089933943098157,0.378714323106409,0.237471723700526,"Portugal","Portugal",0.660775785237257,0.513238004634888,0.147537780602369,0.621285676893591,"90' win 51.3% + (90' draw 23.7% x ET/pens share 62.1% = 14.8%)",1.69270394491468,1.04332885938472,"1-0",0.115409677193541,"2-1",0.495250583156208,0.474753679179855,"1-0 11.5% | 1-1 9.9% | 2-0 8.9% | 0-0 8.7% | 2-1 7.7%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 32","M84","Winner Group H","Runner-up Group J","Spain","Spain",1,0.731195108530591,0.56834419449206,0.162850914038531,0.727530670287589,NA,"Austria","Austria",1,0.268804891469409,0.207815188624865,0.0609897028445441,0.272469329712411,NA,0.223840616883075,"Spain","Spain",0.731195108530591,0.56834419449206,0.162850914038531,0.727530670287589,"90' win 56.8% + (90' draw 22.4% x ET/pens share 72.8% = 16.3%)",1.86601270350563,0.95077640139499,"1-0",0.117515827909169,"2-1",0.511889194742925,0.467075858304329,"1-0 11.8% | 2-0 9.8% | 1-1 9.4% | 0-0 8.2% | 2-1 7.8%",0.73272,0.0991,"M93",TRUE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.731195108530591,0.56834419449206,0.162850914038531,0.727530670287589,1,0.268804891469409,0.207815188624865,0.0609897028445441,0.272469329712411,0.223840616883075,"Spain","Spain",0.731195108530591,0.56834419449206,0.162850914038531,0.727530670287589,"90' win 56.8% + (90' draw 22.4% x ET/pens share 72.8% = 16.3%)",1.86601270350563,0.95077640139499,"1-0",0.117515827909169,"2-1",0.511889194742925,0.467075858304329,"1-0 11.8% | 2-0 9.8% | 1-1 9.4% | 0-0 8.2% | 2-1 7.8%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 32","M85","Winner Group B","Best 3rd E/F/G/I/J","Switzerland","Switzerland",1,0.472896983951062,0.347897203753244,0.124999780197818,0.495487656271194,NA,"Algeria","Algeria",1,0.527103016048938,0.399826521316907,0.127276494732031,0.504512343728806,NA,0.252276274929849,"Algeria","Algeria",0.527103016048938,0.399826521316907,0.127276494732031,0.504512343728806,"90' win 40.0% + (90' draw 25.2% x ET/pens share 50.5% = 12.7%)",1.26144979558674,1.40022101578595,"1-1",0.105645726202271,"1-1",0.47889231307125,0.483595038239927,"1-1 10.6% | 0-1 10.1% | 1-0 9.7% | 0-0 9.3% | 1-2 6.9%",0.53023,0.01298,"M96",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.472896983951062,0.347897203753244,0.124999780197818,0.495487656271194,1,0.527103016048938,0.399826521316907,0.127276494732031,0.504512343728806,0.252276274929849,"Algeria","Algeria",0.527103016048938,0.399826521316907,0.127276494732031,0.504512343728806,"90' win 40.0% + (90' draw 25.2% x ET/pens share 50.5% = 12.7%)",1.26144979558674,1.40022101578595,"1-1",0.105645726202271,"1-1",0.47889231307125,0.483595038239927,"1-1 10.6% | 0-1 10.1% | 1-0 9.7% | 0-0 9.3% | 1-2 6.9%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 32","M86","Winner Group J","Runner-up Group H","Argentina","Argentina",1,0.887819871110466,0.744887401519381,0.142932469591085,0.903805051653304,NA,"Cape Verde","Cape Verde",1,0.112180128889534,0.0969673554001307,0.0152127734894033,0.0961949483466963,NA,0.158145243080488,"Argentina","Argentina",0.887819871110466,0.744887401519381,0.142932469591085,0.903805051653304,"90' win 74.5% + (90' draw 15.8% x ET/pens share 90.4% = 14.3%)",2.59361840285895,0.677913565817306,"2-0",0.117550809978026,"3-1",0.59672838190406,0.416620190404044,"2-0 11.8% | 1-0 11.0% | 3-0 9.5% | 2-1 7.0% | 1-1 6.6%",0.88818,0.23977,"M95",TRUE,TRUE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.887819871110466,0.744887401519381,0.142932469591085,0.903805051653304,1,0.112180128889534,0.0969673554001307,0.0152127734894033,0.0961949483466963,0.158145243080488,"Argentina","Argentina",0.887819871110466,0.744887401519381,0.142932469591085,0.903805051653304,"90' win 74.5% + (90' draw 15.8% x ET/pens share 90.4% = 14.3%)",2.59361840285895,0.677913565817306,"2-0",0.117550809978026,"3-1",0.59672838190406,0.416620190404044,"2-0 11.8% | 1-0 11.0% | 3-0 9.5% | 2-1 7.0% | 1-1 6.6%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 32","M87","Winner Group K","Best 3rd D/E/I/J/L","Colombia","Colombia",1,0.786271257436585,0.597497937380604,0.188773320055981,0.87539411550376,NA,"Ghana","Ghana",1,0.213728742563415,0.186858255204323,0.026870487359092,0.12460588449624,NA,0.215643807415073,"Colombia","Colombia",0.786271257436585,0.597497937380604,0.188773320055981,0.87539411550376,"90' win 59.7% + (90' draw 21.6% x ET/pens share 87.5% = 18.9%)",1.96080418273423,0.90006899325083,"1-0",0.118466771609762,"2-1",0.520671821851877,0.460094119513337,"1-0 11.8% | 2-0 10.2% | 1-1 9.0% | 0-0 8.0% | 2-1 7.8%",0.78627,0.03977,"M96",TRUE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.786271257436585,0.597497937380604,0.188773320055981,0.87539411550376,1,0.213728742563415,0.186858255204323,0.026870487359092,0.12460588449624,0.215643807415073,"Colombia","Colombia",0.786271257436585,0.597497937380604,0.188773320055981,0.87539411550376,"90' win 59.7% + (90' draw 21.6% x ET/pens share 87.5% = 18.9%)",1.96080418273423,0.90006899325083,"1-0",0.118466771609762,"2-1",0.520671821851877,0.460094119513337,"1-0 11.8% | 2-0 10.2% | 1-1 9.0% | 0-0 8.0% | 2-1 7.8%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 32","M88","Runner-up Group D","Runner-up Group G","Australia","Australia",1,0.538649186863553,0.407456231375539,0.131192955488014,0.521099150018538,NA,"Egypt","Egypt",1,0.461350813136447,0.340781785356312,0.120569027780135,0.478900849981462,NA,0.251761983268149,"Australia","Australia",0.538649186863553,0.407456231375539,0.131192955488014,0.521099150018538,"90' win 40.7% + (90' draw 25.2% x ET/pens share 52.1% = 13.1%)",1.40678685952033,1.25559126275826,"1-1",0.105465491889118,"1-1",0.479435752880746,0.483623142564857,"1-1 10.5% | 1-0 10.5% | 0-1 9.2% | 0-0 9.2% | 2-1 7.0%",0.53621,0.00673,"M95",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.538649186863553,0.407456231375539,0.131192955488014,0.521099150018538,1,0.461350813136447,0.340781785356312,0.120569027780135,0.478900849981462,0.251761983268149,"Australia","Australia",0.538649186863553,0.407456231375539,0.131192955488014,0.521099150018538,"90' win 40.7% + (90' draw 25.2% x ET/pens share 52.1% = 13.1%)",1.40678685952033,1.25559126275826,"1-1",0.105465491889118,"1-1",0.479435752880746,0.483623142564857,"1-1 10.5% | 1-0 10.5% | 0-1 9.2% | 0-0 9.2% | 2-1 7.0%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M89","Winner M74","Winner M77","Paraguay","Paraguay",1,0.21649211127242,0.164029048175888,0.0524630630965318,0.255408509259443,"M74","France","France",1,0.78350788872758,0.6305625132069,0.15294537552068,0.744591490740557,"M77",0.205408438617212,"France","France",0.78350788872758,0.6305625132069,0.15294537552068,0.744591490740557,"90' win 63.1% + (90' draw 20.5% x ET/pens share 74.5% = 15.3%)",0.837986482645942,2.11043026665306,"0-1",0.116135693215998,"1-2",0.533974219749728,0.450579906543031,"0-1 11.6% | 0-2 10.3% | 1-1 8.6% | 0-0 7.8% | 1-2 7.6%",0.7837,0.13429,"M97",TRUE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.21649211127242,0.164029048175888,0.0524630630965318,0.255408509259443,1,0.78350788872758,0.6305625132069,0.15294537552068,0.744591490740557,0.205408438617212,"France","France",0.78350788872758,0.6305625132069,0.15294537552068,0.744591490740557,"90' win 63.1% + (90' draw 20.5% x ET/pens share 74.5% = 15.3%)",0.837986482645942,2.11043026665306,"0-1",0.116135693215998,"1-2",0.533974219749728,0.450579906543031,"0-1 11.6% | 0-2 10.3% | 1-1 8.6% | 0-0 7.8% | 1-2 7.6%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M90","Winner M73","Winner M75","Canada","Canada",1,0.338375952241765,0.249330689269695,0.0890452629720694,0.373865472213313,"M73","Morocco","Morocco",1,0.661624047758235,0.512494700903635,0.1491293468546,0.626134527786687,"M75",0.23817460982667,"Morocco","Morocco",0.661624047758235,0.512494700903635,0.1491293468546,0.626134527786687,"90' win 51.2% + (90' draw 23.8% x ET/pens share 62.6% = 14.9%)",1.03348544424406,1.70811104766303,"0-1",0.112626166350477,"1-2",0.494493181664228,0.473488341511883,"0-1 11.3% | 1-1 10.0% | 0-0 8.9% | 0-2 8.6% | 1-0 7.8%",0.66169,0.07365,"M97",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.338375952241765,0.249330689269695,0.0890452629720694,0.373865472213313,1,0.661624047758235,0.512494700903635,0.1491293468546,0.626134527786687,0.23817460982667,"Morocco","Morocco",0.661624047758235,0.512494700903635,0.1491293468546,0.626134527786687,"90' win 51.2% + (90' draw 23.8% x ET/pens share 62.6% = 14.9%)",1.03348544424406,1.70811104766303,"0-1",0.112626166350477,"1-2",0.494493181664228,0.473488341511883,"0-1 11.3% | 1-1 10.0% | 0-0 8.9% | 0-2 8.6% | 1-0 7.8%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M91","Winner M76","Winner M78","Brazil","Brazil",1,0.691728735343595,0.521357143385768,0.170371591957827,0.723520394277499,"M76","Norway","Norway",1,0.308271264656406,0.243166989858662,0.0651042747977446,0.276479605722501,"M78",0.235475866755572,"Brazil","Brazil",0.691728735343595,0.521357143385768,0.170371591957827,0.723520394277499,"90' win 52.1% + (90' draw 23.5% x ET/pens share 72.4% = 17.0%)",1.71909796994925,1.0312181442894,"1-0",0.11557703165848,"2-1",0.49826068731005,0.474518551381264,"1-0 11.6% | 1-1 9.9% | 2-0 9.0% | 0-0 8.6% | 2-1 7.7%",0.68924,0.12461,"M99",TRUE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.691728735343595,0.521357143385768,0.170371591957827,0.723520394277499,1,0.308271264656406,0.243166989858662,0.0651042747977446,0.276479605722501,0.235475866755572,"Brazil","Brazil",0.691728735343595,0.521357143385768,0.170371591957827,0.723520394277499,"90' win 52.1% + (90' draw 23.5% x ET/pens share 72.4% = 17.0%)",1.71909796994925,1.0312181442894,"1-0",0.11557703165848,"2-1",0.49826068731005,0.474518551381264,"1-0 11.6% | 1-1 9.9% | 2-0 9.0% | 0-0 8.6% | 2-1 7.7%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M92","Winner M79","Winner M80","Mexico","Mexico",1,0.369321523688355,0.262030519941326,0.107291003747029,0.445250575849718,"M79","England","England",0.78348,0.630678476311646,0.497001787782759,0.133676688528887,0.554749424150282,"M80",0.240967692275916,"England","England",0.630678476311646,0.497001787782759,0.133676688528887,0.554749424150282,"90' win 49.7% + (90' draw 24.1% x ET/pens share 55.5% = 13.4%)",1.06376281521245,1.66416123984729,"0-1",0.111232677139596,"1-2",0.491876862489917,0.476228110820753,"0-1 11.1% | 1-1 10.1% | 0-0 8.9% | 0-2 8.3% | 1-0 8.1%",0.49353,0.07264,"M99",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,1,0.369321523688355,0.262030519941326,0.107291003747029,0.445250575849718,0.78348,0.630678476311646,0.497001787782759,0.133676688528887,0.554749424150282,0.240967692275916,"England","England",0.630678476311646,0.497001787782759,0.133676688528887,0.554749424150282,"90' win 49.7% + (90' draw 24.1% x ET/pens share 55.5% = 13.4%)",1.06376281521245,1.66416123984729,"0-1",0.111232677139596,"1-2",0.491876862489917,0.476228110820753,"0-1 11.1% | 1-1 10.1% | 0-0 8.9% | 0-2 8.3% | 1-0 8.1%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M93","Winner M83","Winner M84","Portugal","Portugal",0.66024,0.434829667999703,0.33107914105209,0.103750526947613,0.412998828218093,"M83","Spain","Spain",0.73272,0.565170332000297,0.417708216541028,0.147462115459269,0.587001171781907,"M84",0.251212642406882,"Spain","Spain",0.565170332000297,0.417708216541028,0.147462115459269,0.587001171781907,"90' win 41.8% + (90' draw 25.1% x ET/pens share 58.7% = 14.7%)",1.22220818983106,1.44638186176932,"1-1",0.105189700808066,"1-1",0.480222858984956,0.483033592973381,"1-1 10.5% | 0-1 10.3% | 1-0 9.4% | 0-0 9.2% | 1-2 7.1%",0.4502,0.0991,"M98",TRUE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.66024,0.434829667999703,0.33107914105209,0.103750526947613,0.412998828218093,0.73272,0.565170332000297,0.417708216541028,0.147462115459269,0.587001171781907,0.251212642406882,"Spain","Spain",0.565170332000297,0.417708216541028,0.147462115459269,0.587001171781907,"90' win 41.8% + (90' draw 25.1% x ET/pens share 58.7% = 14.7%)",1.22220818983106,1.44638186176932,"1-1",0.105189700808066,"1-1",0.480222858984956,0.483033592973381,"1-1 10.5% | 0-1 10.3% | 1-0 9.4% | 0-0 9.2% | 1-2 7.1%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M94","Winner M81","Winner M82","United States","United States",0.74045,0.351509366798552,0.270148386122091,0.0813609806764619,0.334999532195628,"M81","Belgium","Belgium",0.54898,0.648490633201447,0.48698267569399,0.161507957507458,0.665000467804372,"M82",0.242868938183919,"Belgium","Belgium",0.648490633201447,0.48698267569399,0.161507957507458,0.665000467804372,"90' win 48.7% + (90' draw 24.3% x ET/pens share 66.5% = 16.2%)",1.08138768026321,1.63413191168378,"0-1",0.110556659076493,"1-2",0.489395305873237,0.47704899018361,"0-1 11.1% | 1-1 10.2% | 0-0 9.0% | 1-0 8.3% | 0-2 8.2%",0.38264,0.03235,"M98",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.74045,0.351509366798552,0.270148386122091,0.0813609806764619,0.334999532195628,0.54898,0.648490633201447,0.48698267569399,0.161507957507458,0.665000467804372,0.242868938183919,"Belgium","Belgium",0.648490633201447,0.48698267569399,0.161507957507458,0.665000467804372,"90' win 48.7% + (90' draw 24.3% x ET/pens share 66.5% = 16.2%)",1.08138768026321,1.63413191168378,"0-1",0.110556659076493,"1-2",0.489395305873237,0.47704899018361,"0-1 11.1% | 1-1 10.2% | 0-0 9.0% | 1-0 8.3% | 0-2 8.2%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M95","Winner M86","Winner M88","Argentina","Argentina",0.88818,0.799534842768434,0.629520694743637,0.170014148024797,0.828916580015763,"M86","Australia","Australia",0.53621,0.200465157231567,0.165375254832419,0.035089902399148,0.171083419984237,"M88",0.205104050423945,"Argentina","Argentina",0.799534842768434,0.629520694743637,0.170014148024797,0.828916580015763,"90' win 63.0% + (90' draw 20.5% x ET/pens share 82.9% = 17.0%)",2.07726918266036,0.850188104902612,"1-0",0.118212576320389,"2-1",0.533767239003879,0.452979665119014,"1-0 11.8% | 2-0 10.7% | 1-1 8.6% | 2-1 7.7% | 0-0 7.6%",0.71969,0.23977,"M100",TRUE,TRUE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.88818,0.799534842768434,0.629520694743637,0.170014148024797,0.828916580015763,0.53621,0.200465157231567,0.165375254832419,0.035089902399148,0.171083419984237,0.205104050423945,"Argentina","Argentina",0.799534842768434,0.629520694743637,0.170014148024797,0.828916580015763,"90' win 63.0% + (90' draw 20.5% x ET/pens share 82.9% = 17.0%)",2.07726918266036,0.850188104902612,"1-0",0.118212576320389,"2-1",0.533767239003879,0.452979665119014,"1-0 11.8% | 2-0 10.7% | 1-1 8.6% | 2-1 7.7% | 0-0 7.6%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Round of 16","M96","Winner M85","Winner M87","Algeria","Algeria",0.53023,0.420470546380147,0.329746944765517,0.0907236016146298,0.361218962005124,"M85","Colombia","Colombia",0.78627,0.579529453619854,0.419093478475213,0.160435975144641,0.638781037994876,"M87",0.25115957675927,"Colombia","Colombia",0.579529453619854,0.419093478475213,0.160435975144641,0.638781037994876,"90' win 41.9% + (90' draw 25.1% x ET/pens share 63.9% = 16.0%)",1.21879494037952,1.44964423790287,"1-1",0.105161500057045,"1-1",0.480173708153775,0.482837331872792,"1-1 10.5% | 0-1 10.3% | 1-0 9.4% | 0-0 9.2% | 1-2 7.1%",0.46541,0.03977,"M100",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.53023,0.420470546380147,0.329746944765517,0.0907236016146298,0.361218962005124,0.78627,0.579529453619854,0.419093478475213,0.160435975144641,0.638781037994876,0.25115957675927,"Colombia","Colombia",0.579529453619854,0.419093478475213,0.160435975144641,0.638781037994876,"90' win 41.9% + (90' draw 25.1% x ET/pens share 63.9% = 16.0%)",1.21879494037952,1.44964423790287,"1-1",0.105161500057045,"1-1",0.480173708153775,0.482837331872792,"1-1 10.5% | 0-1 10.3% | 1-0 9.4% | 0-0 9.2% | 1-2 7.1%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Quarter-finals","M97","Winner M89","Winner M90","France","France",0.7837,0.564550895351962,0.415634388276448,0.148916507075514,0.593063447998214,"M89","Morocco","Morocco",0.66169,0.435449104648039,0.333268519872493,0.102180584775546,0.406936552001786,"M90",0.251097091851059,"France","France",0.564550895351962,0.415634388276448,0.148916507075514,0.593063447998214,"90' win 41.6% + (90' draw 25.1% x ET/pens share 59.3% = 14.9%)",1.42843635374039,1.23865606867232,"1-0",0.106171586035967,"1-1",0.480494599123172,0.483715186149603,"1-0 10.6% | 1-1 10.5% | 0-0 9.2% | 0-1 9.1% | 2-0 7.2%",0.48456,0.13429,"M101",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.7837,0.564550895351962,0.415634388276448,0.148916507075514,0.593063447998214,0.66169,0.435449104648039,0.333268519872493,0.102180584775546,0.406936552001786,0.251097091851059,"France","France",0.564550895351962,0.415634388276448,0.148916507075514,0.593063447998214,"90' win 41.6% + (90' draw 25.1% x ET/pens share 59.3% = 14.9%)",1.42843635374039,1.23865606867232,"1-0",0.106171586035967,"1-1",0.480494599123172,0.483715186149603,"1-0 10.6% | 1-1 10.5% | 0-0 9.2% | 0-1 9.1% | 2-0 7.2%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Quarter-finals","M98","Winner M93","Winner M94","Spain","Spain",0.4502,0.629167877136922,0.469926213637051,0.159241663499872,0.64962580858395,"M93","Belgium","Belgium",0.38264,0.370832122863078,0.284945496514082,0.0858866263489963,0.35037419141605,"M94",0.245128289848868,"Spain","Spain",0.629167877136922,0.469926213637051,0.159241663499872,0.64962580858395,"90' win 47.0% + (90' draw 24.5% x ET/pens share 65.0% = 15.9%)",1.5709754381281,1.12561709154404,"1-0",0.111969645210145,"2-1",0.486928769611947,0.479952422160356,"1-0 11.2% | 1-1 10.3% | 0-0 9.0% | 0-1 8.2% | 2-0 8.1%",0.31173,0.0991,"M102",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.4502,0.629167877136922,0.469926213637051,0.159241663499872,0.64962580858395,0.38264,0.370832122863078,0.284945496514082,0.0858866263489963,0.35037419141605,0.245128289848868,"Spain","Spain",0.629167877136922,0.469926213637051,0.159241663499872,0.64962580858395,"90' win 47.0% + (90' draw 24.5% x ET/pens share 65.0% = 15.9%)",1.5709754381281,1.12561709154404,"1-0",0.111969645210145,"2-1",0.486928769611947,0.479952422160356,"1-0 11.2% | 1-1 10.3% | 0-0 9.0% | 0-1 8.2% | 2-0 8.1%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Quarter-finals","M99","Winner M91","Winner M92","Brazil","Brazil",0.68924,0.527387319360548,0.376025581810977,0.151361737549571,0.598802743444581,"M91","England","England",0.49353,0.472612680639452,0.371200463482553,0.1014122171569,0.401197256555419,"M92",0.252773954706471,"Brazil","Brazil",0.527387319360548,0.376025581810977,0.151361737549571,0.598802743444581,"90' win 37.6% + (90' draw 25.3% x ET/pens share 59.9% = 15.1%)",1.3291084611549,1.32909914071212,"1-1",0.105876538096573,"1-1",0.478364409235918,0.484121924049904,"1-1 10.6% | 1-0 10.1% | 0-1 9.7% | 0-0 9.3% | 2-1 6.7%",0.41659,0.12461,"M101",TRUE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.68924,0.527387319360548,0.376025581810977,0.151361737549571,0.598802743444581,0.49353,0.472612680639452,0.371200463482553,0.1014122171569,0.401197256555419,0.252773954706471,"Brazil","Brazil",0.527387319360548,0.376025581810977,0.151361737549571,0.598802743444581,"90' win 37.6% + (90' draw 25.3% x ET/pens share 59.9% = 15.1%)",1.3291084611549,1.32909914071212,"1-1",0.105876538096573,"1-1",0.478364409235918,0.484121924049904,"1-1 10.6% | 1-0 10.1% | 0-1 9.7% | 0-0 9.3% | 2-1 6.7%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Quarter-finals","M100","Winner M95","Winner M96","Argentina","Argentina",0.71969,0.705026425678683,0.551496407396061,0.153530018282623,0.671600779954129,"M95","Colombia","Colombia",0.46541,0.294973574321317,0.219900495548113,0.075073078773204,0.328399220045871,"M96",0.228603097055827,"Argentina","Argentina",0.705026425678683,0.551496407396061,0.153530018282623,0.671600779954129,"90' win 55.1% + (90' draw 22.9% x ET/pens share 67.2% = 15.4%)",1.80901237979894,0.97633499879751,"1-0",0.11736006434555,"2-1",0.505445945921273,0.469003992637549,"1-0 11.7% | 1-1 9.6% | 2-0 9.5% | 0-0 8.4% | 2-1 7.8%",0.54144,0.23977,"M102",TRUE,TRUE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.71969,0.705026425678683,0.551496407396061,0.153530018282623,0.671600779954129,0.46541,0.294973574321317,0.219900495548113,0.075073078773204,0.328399220045871,0.228603097055827,"Argentina","Argentina",0.705026425678683,0.551496407396061,0.153530018282623,0.671600779954129,"90' win 55.1% + (90' draw 22.9% x ET/pens share 67.2% = 15.4%)",1.80901237979894,0.97633499879751,"1-0",0.11736006434555,"2-1",0.505445945921273,0.469003992637549,"1-0 11.7% | 1-1 9.6% | 2-0 9.5% | 0-0 8.4% | 2-1 7.8%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
"Semi-finals","M101","Winner M97","Winner M99","France","France",0.48456,0.488956537577187,0.373984587204391,0.114971950372796,0.454819696596026,"M97","Brazil","Brazil",0.41659,0.511043462422814,0.373229635853071,0.137813826569742,0.545180303403974,"M99",0.252785776942538,"Brazil","Brazil",0.511043462422814,0.373229635853071,0.137813826569742,0.545180303403974,"90' win 37.3% + (90' draw 25.3% x ET/pens share 54.5% = 13.8%)",1.3241317108317,1.33405993640052,"1-1",0.105880033451118,"1-1",0.478347119151646,0.484110065938427,"1-1 10.6% | 1-0 10.1% | 0-1 9.7% | 0-0 9.3% | 2-1 6.7%",0.24017,0.12461,"M104",FALSE,FALSE,FALSE,"scheduled",NA,NA,NA,NA,NA,NA,FALSE,0.48456,0.488956537577187,0.373984587204391,0.114971950372796,0.454819696596026,0.41659,0.511043462422814,0.373229635853071,0.137813826569742,0.545180303403974,0.252785776942538,"Brazil","Brazil",0.511043462422814,0.373229635853071,0.137813826569742,0.545180303403974,"90' win 37.3% + (90' draw 25.3% x ET/pens share 54.5% = 13.8%)",1.3241317108317,1.33405993640052,"1-1",0.105880033451118,"1-1",0.478347119151646,0.484110065938427,"1-1 10.6% | 1-0 10.1% | 0-1 9.7% | 0-0 9.3% | 2-1 6.7%","2026-07-01 07:50:50.578736","2026-06-30","2026-07-01","dashboard_bracket_archive",TRUE
