"release_id","release_manifest_path","manifest_sha256","approved_at_utc","row_sha256"
"phase14-open-nb-incumbent-calibrated-v1","phase14-open-nb-incumbent-calibrated-v1/release_manifest.csv","0e89c2948c77b348c5b6d3832cf6d4e7721ca7794f8f68f857d6ae82b9fe7d50","2026-08-17T11:43:48Z","fc9a617e48969b5d524f9994bccb31de0cb028829b4c58a1999b77cf12c5a990"
