"schema_version","rule_input_id","edition_id","capture_status","access_list_artifact_id","discipline_points_artifact_id","access_list_relative_path","discipline_points_relative_path","access_list_sha256","discipline_points_sha256","source_url","source_url_lineage","retrieved_at_utc","discipline_initialization_policy","parser_commit_sha","manifest_sha256","row_sha256"
"phase15-article15-rule-inputs-v1","nl-2026-27-article15-rule-inputs-v1","uefa_nations_league_2026_27","accepted","nl-2026-27-uefa-annex-c-access-list-v1","nl-2026-27-article15-discipline-baseline-v1","data/competition/rule_inputs/uefa_nations_league_2026_27/access_list.csv","data/competition/rule_inputs/uefa_nations_league_2026_27/discipline_points.csv","6b2f0a840dd5cb98787288a4e699fd4cd126f999cf56445d213e69723f23c99d","3c6b701d3e2db612b8e43b6fb557a263e8be4b5b6ecb29975f862bd2c085eb31","https://documents.uefa.com/r/Regulations-of-the-UEFA-Nations-League-2026/27/Annex-C-2026/27-Final-UEFA-Nations-League-Access-List-and-Overall-Rankings-Online?contentId=zRQeB_Bz39M3mlLQ2VH4uw","https://documents.uefa.com/r/Regulations-of-the-UEFA-Nations-League-2026/27/Annex-C-2026/27-Final-UEFA-Nations-League-Access-List-and-Overall-Rankings-Online?contentId=zRQeB_Bz39M3mlLQ2VH4uw|https://documents.uefa.com/r/Regulations-of-the-UEFA-Nations-League-2026/27/Article-15-Equality-of-points-league-phase-Online|https://www.uefa.com/uefanationsleague/news/0296-1d165d4a3647-4d55eede66c2-1000/","2026-08-27T00:00:00Z","zero_before_first_league_phase_match","5a1ea71e6d3c21c48244860212426b797dfe4c8a","07378efc3c2091f5be9632baae45eebb2fe712b349272d593dfb814f39dbeafe","5a6668ef6d498155bb611618f960e3476c3d56f9c743b6fec22f3dfc2ccddce3"
