"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","score_source","actual_winner_team","home_team_canonical","away_team_canonical","home_team_fifa","away_team_fifa","result","match_id","is_home"
2013-06-04,"Qatar","Iran",0,1,"FIFA World Cup qualification","Doha","Qatar",FALSE,"martj42",NA,"Qatar","Iran","QAT","IRN",0,"Qatar_Iran_2013-06-04",TRUE
2013-06-04,"Romania","Trinidad and Tobago",4,0,"Friendly","Bucharest","Romania",FALSE,"martj42",NA,"Romania","Trinidad and Tobago","ROU","TRI",1,"Romania_Trinidad and Tobago_2013-06-04",TRUE
2013-06-04,"Tajikistan","Afghanistan",3,2,"Friendly","Qurghonteppa","Tajikistan",FALSE,"martj42",NA,"Tajikistan","Afghanistan","TJK","AFG",1,"Tajikistan_Afghanistan_2013-06-04",TRUE
2013-06-05,"Denmark","Georgia",2,1,"Friendly","Aalborg","Denmark",FALSE,"martj42",NA,"Denmark","Georgia","DEN","GEO",1,"Denmark_Georgia_2013-06-05",TRUE
2013-06-05,"Kenya","Nigeria",0,1,"FIFA World Cup qualification","Nairobi","Kenya",FALSE,"martj42",NA,"Kenya","Nigeria","KEN","NGA",0,"Kenya_Nigeria_2013-06-05",TRUE
2013-06-05,"Malawi","Namibia",0,0,"FIFA World Cup qualification","Blantyre","Malawi",FALSE,"martj42",NA,"Malawi","Namibia","MWI","NAM",0.5,"Malawi_Namibia_2013-06-05",TRUE
2013-06-05,"Uruguay","France",1,0,"Friendly","Montevideo","Uruguay",FALSE,"martj42",NA,"Uruguay","France","URU","FRA",1,"Uruguay_France_2013-06-05",TRUE
2013-06-06,"China","Uzbekistan",1,2,"Friendly","Guangzhou","China",FALSE,"martj42",NA,"China","Uzbekistan",NA,"UZB",0,"China_Uzbekistan_2013-06-06",TRUE
2013-06-06,"Hungary","Kuwait",1,0,"Friendly","Győr","Hungary",FALSE,"martj42",NA,"Hungary","Kuwait","HUN","KUW",1,"Hungary_Kuwait_2013-06-06",TRUE
2013-06-07,"Albania","Norway",1,1,"FIFA World Cup qualification","Tirana","Albania",FALSE,"martj42",NA,"Albania","Norway","ALB","NOR",0.5,"Albania_Norway_2013-06-07",TRUE
2013-06-07,"Argentina","Colombia",0,0,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE,"martj42",NA,"Argentina","Colombia","ARG","COL",0.5,"Argentina_Colombia_2013-06-07",TRUE
2013-06-07,"Armenia","Malta",0,1,"FIFA World Cup qualification","Yerevan","Armenia",FALSE,"martj42",NA,"Armenia","Malta","ARM","MLT",0,"Armenia_Malta_2013-06-07",TRUE
2013-06-07,"Austria","Sweden",2,1,"FIFA World Cup qualification","Vienna","Austria",FALSE,"martj42",NA,"Austria","Sweden","AUT","SWE",1,"Austria_Sweden_2013-06-07",TRUE
2013-06-07,"Azerbaijan","Luxembourg",1,1,"FIFA World Cup qualification","Baku","Azerbaijan",FALSE,"martj42",NA,"Azerbaijan","Luxembourg","AZE","LUX",0.5,"Azerbaijan_Luxembourg_2013-06-07",TRUE
2013-06-07,"Belgium","Serbia",2,1,"FIFA World Cup qualification","Brussels","Belgium",FALSE,"martj42",NA,"Belgium","Serbia","BEL","SRB",1,"Belgium_Serbia_2013-06-07",TRUE
2013-06-07,"Bolivia","Venezuela",1,1,"FIFA World Cup qualification","La Paz","Bolivia",FALSE,"martj42",NA,"Bolivia","Venezuela","BOL","VEN",0.5,"Bolivia_Venezuela_2013-06-07",TRUE
2013-06-07,"Costa Rica","Honduras",1,0,"FIFA World Cup qualification","San José","Costa Rica",FALSE,"martj42",NA,"Costa Rica","Honduras","CRC","HON",1,"Costa Rica_Honduras_2013-06-07",TRUE
2013-06-07,"Croatia","Scotland",0,1,"FIFA World Cup qualification","Zagreb","Croatia",FALSE,"martj42",NA,"Croatia","Scotland","CRO",NA,0,"Croatia_Scotland_2013-06-07",TRUE
2013-06-07,"Czech Republic","Italy",0,0,"FIFA World Cup qualification","Prague","Czech Republic",FALSE,"martj42",NA,"Czech Republic","Italy","CZE","ITA",0.5,"Czech Republic_Italy_2013-06-07",TRUE
2013-06-07,"Estonia","Trinidad and Tobago",1,0,"Friendly","Tallinn","Estonia",FALSE,"martj42",NA,"Estonia","Trinidad and Tobago","EST","TRI",1,"Estonia_Trinidad and Tobago_2013-06-07",TRUE
2013-06-07,"Finland","Belarus",1,0,"FIFA World Cup qualification","Helsinki","Finland",FALSE,"martj42",NA,"Finland","Belarus","FIN","BLR",1,"Finland_Belarus_2013-06-07",TRUE
2013-06-07,"Iceland","Slovenia",2,4,"FIFA World Cup qualification","Reykjavík","Iceland",FALSE,"martj42",NA,"Iceland","Slovenia","ISL","SVN",0,"Iceland_Slovenia_2013-06-07",TRUE
2013-06-07,"Indonesia","Netherlands",0,3,"Friendly","Jakarta","Indonesia",FALSE,"martj42",NA,"Indonesia","Netherlands","IDN","NED",0,"Indonesia_Netherlands_2013-06-07",TRUE
2013-06-07,"Republic of Ireland","Faroe Islands",3,0,"FIFA World Cup qualification","Dublin","Republic of Ireland",FALSE,"martj42",NA,"Republic of Ireland","Faroe Islands",NA,"FRO",1,"Republic of Ireland_Faroe Islands_2013-06-07",TRUE
2013-06-07,"Jamaica","United States",1,2,"FIFA World Cup qualification","Kingston","Jamaica",FALSE,"martj42",NA,"Jamaica","United States","JAM","USA",0,"Jamaica_United States_2013-06-07",TRUE
2013-06-07,"Laos","Singapore",2,5,"Friendly","Vientiane","Laos",FALSE,"martj42",NA,"Laos","Singapore","LAO","SIN",0,"Laos_Singapore_2013-06-07",TRUE
2013-06-07,"Latvia","Bosnia and Herzegovina",0,5,"FIFA World Cup qualification","Riga","Latvia",FALSE,"martj42",NA,"Latvia","Bosnia and Herzegovina","LVA","BIH",0,"Latvia_Bosnia and Herzegovina_2013-06-07",TRUE
2013-06-07,"Libya","DR Congo",0,0,"FIFA World Cup qualification","Tripoli","Libya",FALSE,"martj42",NA,"Libya","DR Congo","LBY",NA,0.5,"Libya_DR Congo_2013-06-07",TRUE
2013-06-07,"Liechtenstein","Slovakia",1,1,"FIFA World Cup qualification","Vaduz","Liechtenstein",FALSE,"martj42",NA,"Liechtenstein","Slovakia","LIE","SVK",0.5,"Liechtenstein_Slovakia_2013-06-07",TRUE
2013-06-07,"Lithuania","Greece",0,1,"FIFA World Cup qualification","Vilnius","Lithuania",FALSE,"martj42",NA,"Lithuania","Greece","LTU","GRE",0,"Lithuania_Greece_2013-06-07",TRUE
2013-06-07,"Moldova","Poland",1,1,"FIFA World Cup qualification","Chișinău","Moldova",FALSE,"martj42",NA,"Moldova","Poland","MDA","POL",0.5,"Moldova_Poland_2013-06-07",TRUE
2013-06-07,"Montenegro","Ukraine",0,4,"FIFA World Cup qualification","Podgorica","Montenegro",FALSE,"martj42",NA,"Montenegro","Ukraine","MNE","UKR",0,"Montenegro_Ukraine_2013-06-07",TRUE
2013-06-07,"Panama","Mexico",0,0,"FIFA World Cup qualification","Panama City","Panama",FALSE,"martj42",NA,"Panama","Mexico","PAN","MEX",0.5,"Panama_Mexico_2013-06-07",TRUE
2013-06-07,"Paraguay","Chile",1,2,"FIFA World Cup qualification","Asunción","Paraguay",FALSE,"martj42",NA,"Paraguay","Chile","PAR","CHI",0,"Paraguay_Chile_2013-06-07",TRUE
2013-06-07,"Peru","Ecuador",1,0,"FIFA World Cup qualification","Lima","Peru",FALSE,"martj42",NA,"Peru","Ecuador","PER","ECU",1,"Peru_Ecuador_2013-06-07",TRUE
2013-06-07,"Portugal","Russia",1,0,"FIFA World Cup qualification","Lisbon","Portugal",FALSE,"martj42",NA,"Portugal","Russia","POR","RUS",1,"Portugal_Russia_2013-06-07",TRUE
2013-06-07,"Sudan","Ghana",1,3,"FIFA World Cup qualification","Omdurman","Sudan",FALSE,"martj42",NA,"Sudan","Ghana","SUD","GHA",0,"Sudan_Ghana_2013-06-07",TRUE
2013-06-07,"Madrid","Andalusia",1,2,"Friendly","Madrid","Spain",FALSE,"martj42",NA,"Madrid","Andalusia",NA,NA,0,"Madrid_Andalusia_2013-06-07",TRUE
2013-06-08,"Angola","Senegal",1,1,"FIFA World Cup qualification","Luanda","Angola",FALSE,"martj42",NA,"Angola","Senegal","ANG","SEN",0.5,"Angola_Senegal_2013-06-08",TRUE
2013-06-08,"Botswana","Ethiopia",3,0,"FIFA World Cup qualification","Lobatse","Botswana",FALSE,"martj42",NA,"Botswana","Ethiopia","BOT","ETH",1,"Botswana_Ethiopia_2013-06-08",TRUE
2013-06-08,"Cape Verde","Equatorial Guinea",3,0,"FIFA World Cup qualification","Praia","Cape Verde",FALSE,"martj42",NA,"Cape Verde","Equatorial Guinea","CPV","EQG",1,"Cape Verde_Equatorial Guinea_2013-06-08",TRUE
2013-06-08,"Central African Republic","South Africa",0,3,"FIFA World Cup qualification","Yaoundé","Cameroon",TRUE,"martj42",NA,"Central African Republic","South Africa","CAF","RSA",0,"Central African Republic_South Africa_2013-06-08",FALSE
2013-06-08,"Gabon","Congo",0,0,"FIFA World Cup qualification","Franceville","Gabon",FALSE,"martj42",NA,"Gabon","Congo","GAB","CGO",0.5,"Gabon_Congo_2013-06-08",TRUE
2013-06-08,"Gambia","Ivory Coast",0,3,"FIFA World Cup qualification","Bakau","Gambia",FALSE,"martj42",NA,"Gambia","Ivory Coast","GAM","CIV",0,"Gambia_Ivory Coast_2013-06-08",TRUE
2013-06-08,"Haiti","Spain",1,2,"Friendly","Miami Gardens","United States",TRUE,"martj42",NA,"Haiti","Spain","HAI","ESP",0,"Haiti_Spain_2013-06-08",FALSE
2013-06-08,"Morocco","Tanzania",2,1,"FIFA World Cup qualification","Marrakesh","Morocco",FALSE,"martj42",NA,"Morocco","Tanzania","MAR","TAN",1,"Morocco_Tanzania_2013-06-08",TRUE
2013-06-08,"Sierra Leone","Tunisia",2,2,"FIFA World Cup qualification","Freetown","Sierra Leone",FALSE,"martj42",NA,"Sierra Leone","Tunisia","SLE","TUN",0.5,"Sierra Leone_Tunisia_2013-06-08",TRUE
2013-06-08,"Switzerland","Cyprus",1,0,"FIFA World Cup qualification","Geneva","Switzerland",FALSE,"martj42",NA,"Switzerland","Cyprus","SUI","CYP",1,"Switzerland_Cyprus_2013-06-08",TRUE
2013-06-08,"Uganda","Liberia",1,0,"FIFA World Cup qualification","Kampala","Uganda",FALSE,"martj42",NA,"Uganda","Liberia","UGA","LBR",1,"Uganda_Liberia_2013-06-08",TRUE
2013-06-08,"Zambia","Lesotho",4,0,"FIFA World Cup qualification","Ndola","Zambia",FALSE,"martj42",NA,"Zambia","Lesotho","ZAM","LES",1,"Zambia_Lesotho_2013-06-08",TRUE
2013-06-09,"Benin","Algeria",1,3,"FIFA World Cup qualification","Porto-Novo","Benin",FALSE,"martj42",NA,"Benin","Algeria","BEN","ALG",0,"Benin_Algeria_2013-06-09",TRUE
2013-06-09,"Brazil","France",3,0,"Friendly","Porto Alegre","Brazil",FALSE,"martj42",NA,"Brazil","France","BRA","FRA",1,"Brazil_France_2013-06-09",TRUE
2013-06-09,"Guinea","Mozambique",6,1,"FIFA World Cup qualification","Conakry","Guinea",FALSE,"martj42",NA,"Guinea","Mozambique","GUI","MOZ",1,"Guinea_Mozambique_2013-06-09",TRUE
2013-06-09,"Mali","Rwanda",1,1,"FIFA World Cup qualification","Bamako","Mali",FALSE,"martj42",NA,"Mali","Rwanda","MLI","RWA",0.5,"Mali_Rwanda_2013-06-09",TRUE
2013-06-09,"Niger","Burkina Faso",0,1,"FIFA World Cup qualification","Niamey","Niger",FALSE,"martj42",NA,"Niger","Burkina Faso","NIG","BFA",0,"Niger_Burkina Faso_2013-06-09",TRUE
2013-06-09,"Togo","Cameroon",0,3,"FIFA World Cup qualification","Lomé","Togo",FALSE,"martj42",NA,"Togo","Cameroon","TOG","CMR",0,"Togo_Cameroon_2013-06-09",TRUE
2013-06-09,"Zimbabwe","Egypt",2,4,"FIFA World Cup qualification","Harare","Zimbabwe",FALSE,"martj42",NA,"Zimbabwe","Egypt","ZIM","EGY",0,"Zimbabwe_Egypt_2013-06-09",TRUE
2013-06-10,"Croatia","Portugal",0,1,"Friendly","Geneva","Switzerland",TRUE,"martj42",NA,"Croatia","Portugal","CRO","POR",0,"Croatia_Portugal_2013-06-10",FALSE
2013-06-11,"Australia","Jordan",4,0,"FIFA World Cup qualification","Melbourne","Australia",FALSE,"martj42",NA,"Australia","Jordan","AUS","JOR",1,"Australia_Jordan_2013-06-11",TRUE
2013-06-11,"Belarus","Finland",1,1,"FIFA World Cup qualification","Homel","Belarus",FALSE,"martj42",NA,"Belarus","Finland","BLR","FIN",0.5,"Belarus_Finland_2013-06-11",TRUE
2013-06-11,"Chile","Bolivia",3,1,"FIFA World Cup qualification","Santiago","Chile",FALSE,"martj42",NA,"Chile","Bolivia","CHI","BOL",1,"Chile_Bolivia_2013-06-11",TRUE
2013-06-11,"China","Netherlands",0,2,"Friendly","Beijing","China",FALSE,"martj42",NA,"China","Netherlands",NA,"NED",0,"China_Netherlands_2013-06-11",TRUE
2013-06-11,"Colombia","Peru",2,0,"FIFA World Cup qualification","Barranquilla","Colombia",FALSE,"martj42",NA,"Colombia","Peru","COL","PER",1,"Colombia_Peru_2013-06-11",TRUE
2013-06-11,"Denmark","Armenia",0,4,"FIFA World Cup qualification","Copenhagen","Denmark",FALSE,"martj42",NA,"Denmark","Armenia","DEN","ARM",0,"Denmark_Armenia_2013-06-11",TRUE
2013-06-11,"Ecuador","Argentina",1,1,"FIFA World Cup qualification","Quito","Ecuador",FALSE,"martj42",NA,"Ecuador","Argentina","ECU","ARG",0.5,"Ecuador_Argentina_2013-06-11",TRUE
2013-06-11,"Estonia","Kyrgyzstan",1,1,"Friendly","Tallinn","Estonia",FALSE,"martj42",NA,"Estonia","Kyrgyzstan","EST","KGZ",0.5,"Estonia_Kyrgyzstan_2013-06-11",TRUE
2013-06-11,"Guatemala","Belize",0,0,"Friendly","Antigua Guatemala","Guatemala",FALSE,"martj42",NA,"Guatemala","Belize","GUA","BLZ",0.5,"Guatemala_Belize_2013-06-11",TRUE
2013-06-11,"Honduras","Jamaica",2,0,"FIFA World Cup qualification","Tegucigalpa","Honduras",FALSE,"martj42",NA,"Honduras","Jamaica","HON","JAM",1,"Honduras_Jamaica_2013-06-11",TRUE
2013-06-11,"Iran","Lebanon",4,0,"FIFA World Cup qualification","Tehran","Iran",FALSE,"martj42",NA,"Iran","Lebanon","IRN","LBN",1,"Iran_Lebanon_2013-06-11",TRUE
2013-06-11,"Iraq","Japan",0,1,"FIFA World Cup qualification","Doha","Qatar",TRUE,"martj42",NA,"Iraq","Japan","IRQ","JPN",0,"Iraq_Japan_2013-06-11",FALSE
2013-06-11,"Italy","Haiti",2,2,"Friendly","Rio de Janeiro","Brazil",TRUE,"martj42",NA,"Italy","Haiti","ITA","HAI",0.5,"Italy_Haiti_2013-06-11",FALSE
2013-06-11,"South Korea","Uzbekistan",1,0,"FIFA World Cup qualification","Seoul","South Korea",FALSE,"martj42",NA,"Korea Republic","Uzbekistan","KOR","UZB",1,"Korea Republic_Uzbekistan_2013-06-11",TRUE
2013-06-11,"Mexico","Costa Rica",0,0,"FIFA World Cup qualification","Mexico City","Mexico",FALSE,"martj42",NA,"Mexico","Costa Rica","MEX","CRC",0.5,"Mexico_Costa Rica_2013-06-11",TRUE
2013-06-11,"Norway","North Macedonia",2,0,"Friendly","Oslo","Norway",FALSE,"martj42",NA,"Norway","Macedonia","NOR","MKD",1,"Norway_Macedonia_2013-06-11",TRUE
2013-06-11,"Qatar","North Korea",0,0,"Friendly","Doha","Qatar",FALSE,"martj42",NA,"Qatar","Korea DPR","QAT","PRK",0.5,"Qatar_Korea DPR_2013-06-11",TRUE
2013-06-11,"Spain","Republic of Ireland",2,0,"Friendly","New York","United States",TRUE,"martj42",NA,"Spain","Republic of Ireland","ESP",NA,1,"Spain_Republic of Ireland_2013-06-11",FALSE
2013-06-11,"Sweden","Faroe Islands",2,0,"FIFA World Cup qualification","Solna","Sweden",FALSE,"martj42",NA,"Sweden","Faroe Islands","SWE","FRO",1,"Sweden_Faroe Islands_2013-06-11",TRUE
2013-06-11,"United States","Panama",2,0,"FIFA World Cup qualification","Seattle","United States",FALSE,"martj42",NA,"United States","Panama","USA","PAN",1,"United States_Panama_2013-06-11",TRUE
2013-06-11,"Venezuela","Uruguay",0,1,"FIFA World Cup qualification","Puerto Ordaz","Venezuela",FALSE,"martj42",NA,"Venezuela","Uruguay","VEN","URU",0,"Venezuela_Uruguay_2013-06-11",TRUE
2013-06-12,"Ghana","Ivory Coast",2,1,"Friendly","Kumasi","Ghana",FALSE,"martj42",NA,"Ghana","Ivory Coast","GHA","CIV",1,"Ghana_Ivory Coast_2013-06-12",TRUE
2013-06-12,"Malawi","Kenya",2,2,"FIFA World Cup qualification","Blantyre","Malawi",FALSE,"martj42",NA,"Malawi","Kenya","MWI","KEN",0.5,"Malawi_Kenya_2013-06-12",TRUE
2013-06-12,"Namibia","Nigeria",1,1,"FIFA World Cup qualification","Windhoek","Namibia",FALSE,"martj42",NA,"Namibia","Nigeria","NAM","NGA",0.5,"Namibia_Nigeria_2013-06-12",TRUE
2013-06-14,"Ghana","Ivory Coast",1,1,"Friendly","Obuasi","Ghana",FALSE,"martj42",NA,"Ghana","Ivory Coast","GHA","CIV",0.5,"Ghana_Ivory Coast_2013-06-14",TRUE
2013-06-14,"Guatemala","Argentina",0,4,"Friendly","Guatemala City","Guatemala",FALSE,"martj42",NA,"Guatemala","Argentina","GUA","ARG",0,"Guatemala_Argentina_2013-06-14",TRUE
2013-06-14,"Libya","Togo",2,0,"FIFA World Cup qualification","Tripoli","Libya",FALSE,"martj42",NA,"Libya","Togo","LBY","TOG",1,"Libya_Togo_2013-06-14",TRUE
2013-06-14,"Moldova","Kyrgyzstan",2,1,"Friendly","Tiraspol","Moldova",FALSE,"martj42",NA,"Moldova","Kyrgyzstan","MDA","KGZ",1,"Moldova_Kyrgyzstan_2013-06-14",TRUE
2013-06-15,"Botswana","Central African Republic",3,2,"FIFA World Cup qualification","Lobatse","Botswana",FALSE,"martj42",NA,"Botswana","Central African Republic","BOT","CAF",1,"Botswana_Central African Republic_2013-06-15",TRUE
2013-06-15,"Brazil","Japan",3,0,"Confederations Cup","Brasília","Brazil",FALSE,"martj42",NA,"Brazil","Japan","BRA","JPN",1,"Brazil_Japan_2013-06-15",TRUE
2013-06-15,"Cape Verde","Sierra Leone",1,0,"FIFA World Cup qualification","Praia","Cape Verde",FALSE,"martj42",NA,"Cape Verde","Sierra Leone","CPV","SLE",1,"Cape Verde_Sierra Leone_2013-06-15",TRUE
2013-06-15,"China","Thailand",1,5,"Friendly","Hefei","China",FALSE,"martj42",NA,"China","Thailand",NA,"THA",0,"China_Thailand_2013-06-15",TRUE
2013-06-15,"Congo","Burkina Faso",0,1,"FIFA World Cup qualification","Pointe-Noire","Congo",FALSE,"martj42",NA,"Congo","Burkina Faso","CGO","BFA",0,"Congo_Burkina Faso_2013-06-15",TRUE
2013-06-15,"Gabon","Niger",4,1,"FIFA World Cup qualification","Franceville","Gabon",FALSE,"martj42",NA,"Gabon","Niger","GAB","NIG",1,"Gabon_Niger_2013-06-15",TRUE
2013-06-15,"Morocco","Gambia",2,0,"FIFA World Cup qualification","Marrakesh","Morocco",FALSE,"martj42",NA,"Morocco","Gambia","MAR","GAM",1,"Morocco_Gambia_2013-06-15",TRUE
2013-06-15,"Uganda","Angola",2,1,"FIFA World Cup qualification","Kampala","Uganda",FALSE,"martj42",NA,"Uganda","Angola","UGA","ANG",1,"Uganda_Angola_2013-06-15",TRUE
2013-06-15,"Zambia","Sudan",1,1,"FIFA World Cup qualification","Ndola","Zambia",FALSE,"martj42",NA,"Zambia","Sudan","ZAM","SUD",0.5,"Zambia_Sudan_2013-06-15",TRUE
2013-06-16,"DR Congo","Cameroon",0,0,"FIFA World Cup qualification","Kinshasa","DR Congo",FALSE,"martj42",NA,"DR Congo","Cameroon",NA,"CMR",0.5,"DR Congo_Cameroon_2013-06-16",TRUE
2013-06-16,"Equatorial Guinea","Tunisia",1,1,"FIFA World Cup qualification","Malabo","Equatorial Guinea",FALSE,"martj42",NA,"Equatorial Guinea","Tunisia","EQG","TUN",0.5,"Equatorial Guinea_Tunisia_2013-06-16",TRUE
2013-06-16,"Ethiopia","South Africa",2,1,"FIFA World Cup qualification","Addis Ababa","Ethiopia",FALSE,"martj42",NA,"Ethiopia","South Africa","ETH","RSA",1,"Ethiopia_South Africa_2013-06-16",TRUE
2013-06-16,"Guinea","Zimbabwe",1,0,"FIFA World Cup qualification","Conakry","Guinea",FALSE,"martj42",NA,"Guinea","Zimbabwe","GUI","ZIM",1,"Guinea_Zimbabwe_2013-06-16",TRUE
2013-06-16,"Lesotho","Ghana",0,2,"FIFA World Cup qualification","Maseru","Lesotho",FALSE,"martj42",NA,"Lesotho","Ghana","LES","GHA",0,"Lesotho_Ghana_2013-06-16",TRUE
2013-06-16,"Liberia","Senegal",0,2,"FIFA World Cup qualification","Paynesville","Liberia",FALSE,"martj42",NA,"Liberia","Senegal","LBR","SEN",0,"Liberia_Senegal_2013-06-16",TRUE
2013-06-16,"Mali","Benin",2,2,"FIFA World Cup qualification","Bamako","Mali",FALSE,"martj42",NA,"Mali","Benin","MLI","BEN",0.5,"Mali_Benin_2013-06-16",TRUE
2013-06-16,"Mexico","Italy",1,2,"Confederations Cup","Rio de Janeiro","Brazil",TRUE,"martj42",NA,"Mexico","Italy","MEX","ITA",0,"Mexico_Italy_2013-06-16",FALSE
2013-06-16,"Mozambique","Egypt",0,1,"FIFA World Cup qualification","Maputo","Mozambique",FALSE,"martj42",NA,"Mozambique","Egypt","MOZ","EGY",0,"Mozambique_Egypt_2013-06-16",TRUE
2013-06-16,"Rwanda","Algeria",0,1,"FIFA World Cup qualification","Kigali","Rwanda",FALSE,"martj42",NA,"Rwanda","Algeria","RWA","ALG",0,"Rwanda_Algeria_2013-06-16",TRUE
2013-06-16,"Spain","Uruguay",2,1,"Confederations Cup","Recife","Brazil",TRUE,"martj42",NA,"Spain","Uruguay","ESP","URU",1,"Spain_Uruguay_2013-06-16",FALSE
2013-06-16,"Tanzania","Ivory Coast",2,4,"FIFA World Cup qualification","Dar es Salaam","Tanzania",FALSE,"martj42",NA,"Tanzania","Ivory Coast","TAN","CIV",0,"Tanzania_Ivory Coast_2013-06-16",TRUE
2013-06-17,"Tahiti","Nigeria",1,6,"Confederations Cup","Belo Horizonte","Brazil",TRUE,"martj42",NA,"Tahiti","Nigeria","TAH","NGA",0,"Tahiti_Nigeria_2013-06-17",FALSE
2013-06-18,"Australia","Iraq",1,0,"FIFA World Cup qualification","Sydney","Australia",FALSE,"martj42",NA,"Australia","Iraq","AUS","IRQ",1,"Australia_Iraq_2013-06-18",TRUE
2013-06-18,"Costa Rica","Panama",2,0,"FIFA World Cup qualification","San José","Costa Rica",FALSE,"martj42",NA,"Costa Rica","Panama","CRC","PAN",1,"Costa Rica_Panama_2013-06-18",TRUE
2013-06-18,"Jordan","Oman",1,0,"FIFA World Cup qualification","Amman","Jordan",FALSE,"martj42",NA,"Jordan","Oman","JOR","OMA",1,"Jordan_Oman_2013-06-18",TRUE
2013-06-18,"South Korea","Iran",0,1,"FIFA World Cup qualification","Ulsan","South Korea",FALSE,"martj42",NA,"Korea Republic","Iran","KOR","IRN",0,"Korea Republic_Iran_2013-06-18",TRUE
2013-06-18,"United States","Honduras",1,0,"FIFA World Cup qualification","Sandy","United States",FALSE,"martj42",NA,"United States","Honduras","USA","HON",1,"United States_Honduras_2013-06-18",TRUE
2013-06-18,"Uzbekistan","Qatar",5,1,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE,"martj42",NA,"Uzbekistan","Qatar","UZB","QAT",1,"Uzbekistan_Qatar_2013-06-18",TRUE
2013-06-19,"Brazil","Mexico",2,0,"Confederations Cup","Fortaleza","Brazil",FALSE,"martj42",NA,"Brazil","Mexico","BRA","MEX",1,"Brazil_Mexico_2013-06-19",TRUE
2013-06-19,"Italy","Japan",4,3,"Confederations Cup","Recife","Brazil",TRUE,"martj42",NA,"Italy","Japan","ITA","JPN",1,"Italy_Japan_2013-06-19",FALSE
2013-06-20,"Nigeria","Uruguay",1,2,"Confederations Cup","Salvador","Brazil",TRUE,"martj42",NA,"Nigeria","Uruguay","NGA","URU",0,"Nigeria_Uruguay_2013-06-20",FALSE
2013-06-20,"Spain","Tahiti",10,0,"Confederations Cup","Rio de Janeiro","Brazil",TRUE,"martj42",NA,"Spain","Tahiti","ESP","TAH",1,"Spain_Tahiti_2013-06-20",FALSE
2013-06-22,"Brazil","Italy",4,2,"Confederations Cup","Salvador","Brazil",FALSE,"martj42",NA,"Brazil","Italy","BRA","ITA",1,"Brazil_Italy_2013-06-22",TRUE
2013-06-22,"Japan","Mexico",1,2,"Confederations Cup","Belo Horizonte","Brazil",TRUE,"martj42",NA,"Japan","Mexico","JPN","MEX",0,"Japan_Mexico_2013-06-22",FALSE
2013-06-22,"Monaco","Vatican City",2,0,"Friendly","Cap-d'Ail","France",TRUE,"martj42",NA,"Monaco","Vatican City",NA,NA,1,"Monaco_Vatican City_2013-06-22",FALSE
2013-06-23,"Nigeria","Spain",0,3,"Confederations Cup","Fortaleza","Brazil",TRUE,"martj42",NA,"Nigeria","Spain","NGA","ESP",0,"Nigeria_Spain_2013-06-23",FALSE
2013-06-23,"Uruguay","Tahiti",8,0,"Confederations Cup","Recife","Brazil",TRUE,"martj42",NA,"Uruguay","Tahiti","URU","TAH",1,"Uruguay_Tahiti_2013-06-23",FALSE
2013-06-23,"Quebec","Tibet",21,0,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",TRUE,"martj42",NA,"Quebec","Tibet",NA,NA,1,"Quebec_Tibet_2013-06-23",FALSE
2013-06-24,"Western Sahara","Kurdistan",0,6,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",TRUE,"martj42",NA,"Western Sahara","Kurdistan",NA,NA,0,"Western Sahara_Kurdistan_2013-06-24",FALSE
2013-06-24,"Provence","Tibet",22,0,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",FALSE,"martj42",NA,"Provence","Tibet",NA,NA,1,"Provence_Tibet_2013-06-24",TRUE
2013-06-25,"Provence","Quebec",1,3,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",FALSE,"martj42",NA,"Provence","Quebec",NA,NA,0,"Provence_Quebec_2013-06-25",TRUE
2013-06-26,"Brazil","Uruguay",2,1,"Confederations Cup","Belo Horizonte","Brazil",FALSE,"martj42",NA,"Brazil","Uruguay","BRA","URU",1,"Brazil_Uruguay_2013-06-26",TRUE
2013-06-27,"Spain","Italy",0,0,"Confederations Cup","Fortaleza","Brazil",TRUE,"martj42",NA,"Spain","Italy","ESP","ITA",0.5,"Spain_Italy_2013-06-27",FALSE
2013-06-27,"Quebec","Kurdistan",0,1,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",TRUE,"martj42",NA,"Quebec","Kurdistan",NA,NA,0,"Quebec_Kurdistan_2013-06-27",FALSE
2013-06-28,"Western Sahara","Tibet",2,12,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",TRUE,"martj42",NA,"Western Sahara","Tibet",NA,NA,0,"Western Sahara_Tibet_2013-06-28",FALSE
2013-06-28,"Provence","Kurdistan",0,1,"International Tournament of Peoples, Cultures and Tribes","Marseille","France",FALSE,"martj42",NA,"Provence","Kurdistan",NA,NA,0,"Provence_Kurdistan_2013-06-28",TRUE
2013-06-29,"Libya","Burkina Faso",2,1,"Friendly","Misrata","Libya",FALSE,"martj42",NA,"Libya","Burkina Faso","LBY","BFA",1,"Libya_Burkina Faso_2013-06-29",TRUE
