"date","team","fifa_code","rating","match_id","is_post_match"
1880-03-15,"Wales","WAL",1387.55604135354,"Wales_England_1880-03-15",FALSE
1880-03-15,"England","ENG",1427.17380268071,"Wales_England_1880-03-15",FALSE
1880-03-15,"Wales","WAL",1366.3840895189,"Wales_England_1880-03-15",TRUE
1880-03-15,"England","ENG",1448.34575451535,"Wales_England_1880-03-15",TRUE
1880-03-27,"Scotland",NA,1547.72982363502,"Scotland_Wales_1880-03-27",FALSE
1880-03-27,"Wales","WAL",1366.15893358207,"Scotland_Wales_1880-03-27",FALSE
1880-03-27,"Scotland",NA,1555.70234254931,"Scotland_Wales_1880-03-27",TRUE
1880-03-27,"Wales","WAL",1358.18641466778,"Scotland_Wales_1880-03-27",TRUE
1881-02-26,"England","ENG",1441.44050639252,"England_Wales_1881-02-26",FALSE
1881-02-26,"Wales","WAL",1351.93379214968,"England_Wales_1881-02-26",FALSE
1881-02-26,"England","ENG",1413.32881731925,"England_Wales_1881-02-26",TRUE
1881-02-26,"Wales","WAL",1380.04548122296,"England_Wales_1881-02-26",TRUE
1881-03-12,"England","ENG",1413.05711418628,"England_Scotland_1881-03-12",FALSE
1881-03-12,"Scotland",NA,1548.2427280485,"England_Scotland_1881-03-12",FALSE
1881-03-12,"England","ENG",1397.31882794231,"England_Scotland_1881-03-12",TRUE
1881-03-12,"Scotland",NA,1563.98101429247,"England_Scotland_1881-03-12",TRUE
1881-03-14,"Wales","WAL",1379.74228009371,"Wales_Scotland_1881-03-14",FALSE
1881-03-14,"Scotland",NA,1563.93805860707,"Wales_Scotland_1881-03-14",FALSE
1881-03-14,"Wales","WAL",1366.60184943669,"Wales_Scotland_1881-03-14",TRUE
1881-03-14,"Scotland",NA,1577.07848926409,"Wales_Scotland_1881-03-14",TRUE
1882-02-18,"Ireland, Northern","NIR",1500,"Ireland, Northern_England_1882-02-18",FALSE
1882-02-18,"England","ENG",1390.75235251403,"Ireland, Northern_England_1882-02-18",FALSE
1882-02-18,"Ireland, Northern","NIR",1470.96122647382,"Ireland, Northern_England_1882-02-18",TRUE
1882-02-18,"England","ENG",1419.79112604022,"Ireland, Northern_England_1882-02-18",TRUE
1882-02-25,"Wales","WAL",1360.08633004082,"Wales_Ireland, Northern_1882-02-25",FALSE
1882-02-25,"Ireland, Northern","NIR",1470.81982838624,"Wales_Ireland, Northern_1882-02-25",FALSE
1882-02-25,"Wales","WAL",1382.98620321902,"Wales_Ireland, Northern_1882-02-25",TRUE
1882-02-25,"Ireland, Northern","NIR",1447.91995520804,"Wales_Ireland, Northern_1882-02-25",TRUE
