"schema_version","disposition","model_id","track_id","panel_id","expected_row_count","observed_row_count","unique_fixture_count","chronology_valid","calibration_support_valid","coverage_valid","score_identity_valid","rps_valid","brier_valid","log_loss_valid","fold_stability_valid","calibration_improvement_valid","raw_headline_rps","calibrated_headline_rps","rps_delta","raw_headline_brier","calibrated_headline_brier","brier_relative_change","raw_headline_log_loss","calibrated_headline_log_loss","log_loss_relative_change","fold_stability_max_regression","raw_calibration_error","calibrated_calibration_error","calibration_error_delta","reason_codes","reason_count","fit_status","primary_probability_view","calibration_promoted","model_data_cutoff","calibration_evidence_cutoff","score_support_g","holdout_labels_used","authority_mutated","protocol_sha256","code_commit","outer_gate_passed","final_fit_performed","failed_result_immutable","candidate_authority","row_sha256"
"phase14-calibration-remediation-gate-v2","CALIBRATION_RELEASE_APPROVED","open_nb_incumbent","updating","open_core",630,630,630,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.203930289520513,0.202980869932565,-0.000949419587947975,0.608414432656667,0.60845644820275,6.90574447733862e-05,1.01714437308725,1.01834189963212,0.00117734175850613,0.00607157439057562,0.0496297380354994,0.0344468100987367,-0.0151829279367627,"",0,"fitted","calibrated_1x2",TRUE,"2026-06-10","2024-07-14",40,FALSE,FALSE,"984b73132baa78b064ea11d20ee108f672bfbc5bffb0ed93ecc226e81d950efd","5f55988dd30f9cf37948017c61dfd78c4ccd4295",TRUE,TRUE,FALSE,FALSE,"0e4220775d2975aa7834eda42d41a0b6dd6aff7cdb30b6ef2f1f6595b95d1f95"
