schema_version,source_id,source_scope,evidence_basis,acceptance_status,accepted_artifact_path,accepted_artifact_sha256,stable_match_id_contract,stable_team_id_contract,point_in_time_evidence_contract,review_state,reviewed_at_utc,reviewed_by,review_note,row_sha256
phase14-national-team-xg-source-v1,phase14-national-team-xg-unavailable,senior_mens_national_team,shot_derived,not_accepted,,,canonical_match_id_required,xgelo_team_id_required,evidence_completed_at_utc_strictly_before_feature_cutoff_utc,reviewed,2026-08-17T00:00:00Z,codex,No reviewed shot-derived national-team xG artifact is accepted for current production inputs.,f2ac38bbbf7417d0eec952b64898ef568ccc3a3d7f8829db609af7b6dd2526e0
