"capture_id","edition_id","capture_relative_path","raw_relative_path","capture_status","capture_row_count","capture_content_sha256","raw_sha256","source_bundle_id","source_bundle_sha256","source_url","retrieved_at_utc","parser_commit_sha","validation_status","manifest_sha256","row_sha256"
"nl-2026-27-stage-capture-v1","uefa_nations_league_2026_27","data/competition/accepted/uefa_nations_league_2026_27/stage_capture.csv","data/competition/local_raw/uefa_nations_league_2026_27/nl-2026-27-stage-capture-v1/stage_capture.json","empty",0,"ec9e4da9073ef897151176512e01a4607daff9329df8e9e16d276d395a43f279","37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570","nl-2026-27-official-uefa-v2","d5a807768f5f30401d022a77c6f0095052579d0a0d8e7bebe4a22e1711e01dc2","https://match.uefa.com/v5/matches?competitionId=2014&seasonYear=2027&offset=0&limit=200","2026-08-17T20:48:22Z","d32212133188a152583ab6fd6e98a6dea25c0ce4","valid_empty","e54f79c7984c4caac2dcee04827bdc87fefcd06b145a7e36eccc618edfb62beb","c3770b710c264ee70b8b792aa6668927b6b7ed3f39e248bc49290971b322be10"
