"edition_id","projection_run_id","status","reason","scenario_id","scenario_status","simulation_seed","simulation_count","probability_sampling_policy","scoreline_conditioning_policy","penalty_resolution_policy","draw_policy_id","draw_policy_sha256","ruleset_version","ruleset_sha256","source_bundle_id","source_bundle_sha256","state_manifest_sha256","forecast_status_sha256","forecasts_sha256","score_distributions_sha256","model_release_id","release_manifest_sha256","release_selector_sha256","model_data_cutoff","feature_cutoff_sha256","generated_at_utc","output_sha256","row_sha256"
"uefa_euro_2028_qualifying","","pre_draw","awaiting_official_draw_and_schedule","","pre_draw","","",,,,,,"uefa-euro-2028-qualifying-v1","f8737fa399f7f84d1bc3ff7d7260d650e1bb2e38d23c927b919b3186371947b8","uefa_euro_2028_qualifying-official-v1","34044e03c934d2dce357c136bc99a85d335dae12c9efb641542dbf705f61d74e","286e4cf906cc3ed23dfe0e58cbc02d3e9a6c14534b1971cf3787f5a81bbe9bf5",,,,"phase14-open-nb-incumbent-calibrated-v1","0e89c2948c77b348c5b6d3832cf6d4e7721ca7794f8f68f857d6ae82b9fe7d50","fc9a617e48969b5d524f9994bccb31de0cb028829b4c58a1999b77cf12c5a990","2026-06-10","","2026-08-14T15:10:13Z","42416e8cbd882be6e12b53f952037597eb27b126f506ecde1c24283d145756ea","fef7cfe03bbbc8cd770f59976ad6d56a3995ac23c323680e88d9d82e34987224"
