"date","team","display_team","group","fifa_code","rating","match_id","is_post_match"
2026-06-30,"Sweden","Sweden","F","SWE",1256.97345474373,"France_Sweden_2026-06-30",TRUE
2026-07-18,"Sweden","Sweden","F","SWE",1256.97345474373,"tournament_end",TRUE
2026-06-11,"Switzerland","Switzerland","B","SUI",1323.74801994038,"tournament_start",FALSE
2026-06-13,"Switzerland","Switzerland","B","SUI",1309.59913227598,"Qatar_Switzerland_2026-06-13",TRUE
2026-06-18,"Switzerland","Switzerland","B","SUI",1315.58235697184,"Switzerland_Bosnia and Herzegovina_2026-06-18",TRUE
2026-06-24,"Switzerland","Switzerland","B","SUI",1326.34746726688,"Canada_Switzerland_2026-06-24",TRUE
2026-07-02,"Switzerland","Switzerland","B","SUI",1337.93510746779,"Switzerland_Algeria_2026-07-02",TRUE
2026-07-07,"Switzerland","Switzerland","B","SUI",1342.25064985799,"Switzerland_Colombia_2026-07-07",TRUE
2026-07-11,"Switzerland","Switzerland","B","SUI",1336.87689056118,"Argentina_Switzerland_2026-07-11",TRUE
2026-07-18,"Switzerland","Switzerland","B","SUI",1336.87689056118,"tournament_end",TRUE
2026-06-11,"Tunisia","Tunisia","F","TUN",1204.52499481194,"tournament_start",FALSE
2026-06-14,"Tunisia","Tunisia","F","TUN",1193.94952488026,"Sweden_Tunisia_2026-06-14",TRUE
2026-06-20,"Tunisia","Tunisia","F","TUN",1189.9090576778,"Tunisia_Japan_2026-06-20",TRUE
2026-06-25,"Tunisia","Tunisia","F","TUN",1186.20046334899,"Tunisia_Netherlands_2026-06-25",TRUE
2026-07-18,"Tunisia","Tunisia","F","TUN",1186.20046334899,"tournament_end",TRUE
2026-06-11,"Turkey","Turkiye","D","TUR",1326.31749404455,"tournament_start",FALSE
2026-06-13,"Turkey","Turkiye","D","TUR",1300.05491537049,"Australia_Turkey_2026-06-13",TRUE
2026-06-19,"Turkey","Turkiye","D","TUR",1289.98332895149,"Turkey_Paraguay_2026-06-19",TRUE
2026-06-25,"Turkey","Turkiye","D","TUR",1301.23003913043,"United States_Turkey_2026-06-25",TRUE
2026-07-18,"Turkey","Turkiye","D","TUR",1301.23003913043,"tournament_end",TRUE
2026-06-11,"United States","United States","D","USA",1260.02109052834,"tournament_start",FALSE
2026-06-12,"United States","United States","D","USA",1268.14712338438,"United States_Paraguay_2026-06-12",TRUE
2026-06-19,"United States","United States","D","USA",1277.28027523338,"United States_Australia_2026-06-19",TRUE
2026-06-25,"United States","United States","D","USA",1265.82203651691,"United States_Turkey_2026-06-25",TRUE
2026-07-01,"United States","United States","D","USA",1270.20758935984,"United States_Bosnia and Herzegovina_2026-07-01",TRUE
2026-07-06,"United States","United States","D","USA",1261.82539811345,"United States_Belgium_2026-07-06",TRUE
2026-07-18,"United States","United States","D","USA",1261.82539811345,"tournament_end",TRUE
2026-06-11,"Uruguay","Uruguay","H","URU",1353.09797837062,"tournament_start",FALSE
2026-06-15,"Uruguay","Uruguay","H","URU",1339.29927889067,"Saudi Arabia_Uruguay_2026-06-15",TRUE
2026-06-21,"Uruguay","Uruguay","H","URU",1332.96360405553,"Uruguay_Cape Verde_2026-06-21",TRUE
2026-06-26,"Uruguay","Uruguay","H","URU",1323.43338339401,"Uruguay_Spain_2026-06-26",TRUE
2026-07-18,"Uruguay","Uruguay","H","URU",1323.43338339401,"tournament_end",TRUE
2026-06-11,"Uzbekistan","Uzbekistan","K","UZB",1214.54679030559,"tournament_start",FALSE
2026-06-17,"Uzbekistan","Uzbekistan","K","UZB",1207.4646222823,"Uzbekistan_Colombia_2026-06-17",TRUE
2026-06-23,"Uzbekistan","Uzbekistan","K","UZB",1201.37883434968,"Portugal_Uzbekistan_2026-06-23",TRUE
2026-06-27,"Uzbekistan","Uzbekistan","K","UZB",1188.92829819991,"DR Congo_Uzbekistan_2026-06-27",TRUE
2026-07-18,"Uzbekistan","Uzbekistan","K","UZB",1188.92829819991,"tournament_end",TRUE
