"schema_version","source_edition_id","competition_status","edition_id","source_artifact_id","row_sha256"
"phase13-status-v1","uefa_euro_2028_qualifying","pre_draw","uefa_euro_2028_qualifying","uefa_euro_2028_qualifying-official-v1-status","de6183feb70543b7ecee3c14ff5ae19c3a6ca8662d0f725d38b9f8df6f484ae5"
