"snapshot_path","size_bytes","modified_time","md5","tables","generated_at"
"data/raw/transfermarkt/transfermarkt-datasets.duckdb",203960320,"2026-06-09 09:35:17.355639","5b1b61f18fe6028c08ea45f21782bfbc","appearances|club_games|clubs|competitions|countries|game_events|game_lineups|games|national_teams|player_valuations|players|transfers|version","2026-07-09 05:26:00.708541"
