"edition_id","team_id","form_scope","window_type","window_size","window_span","sample_count","eligible_sample_count","result_sequence","competition_type","feature_cutoff_utc","latest_evidence_completed_at_utc","latest_evidence_date","latest_evidence_precision","contributing_match_ids","contributing_match_hashes","contributing_source_lineages","xgf","xga","xgd","xgf_ewma","xga_ewma","xgd_ewma","availability_status","availability_reason","source_id","source_scope","evidence_basis","row_sha256","canonical_row_sha256","table_sha256","canonical_table_sha256"
"uefa_nations_league_2026_27","team_cze","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","cd66c760ae105dc1a4faf55eaf61eb9384e810508f4b032dab3b136a133d1a56","cd66c760ae105dc1a4faf55eaf61eb9384e810508f4b032dab3b136a133d1a56","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_tur","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","b025ceb9248227098ed8fa2cc0375d89ddbad0b3cf8f5f37efece51939aed28e","b025ceb9248227098ed8fa2cc0375d89ddbad0b3cf8f5f37efece51939aed28e","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_alb","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","87d3c8031fb2d6ebb40e8ea8871b2a257c023488293d377ecbfca065f24ea02c","87d3c8031fb2d6ebb40e8ea8871b2a257c023488293d377ecbfca065f24ea02c","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_mne","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","61ae9e81577c35b5f4413d878a80f8cfd84967501faba17a4eab9d75660ea562","61ae9e81577c35b5f4413d878a80f8cfd84967501faba17a4eab9d75660ea562","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_arm","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","a20f03b8f1a3217788ddac2a4fc0e36baefbfb6419361d55a30f95fca5ba920f","a20f03b8f1a3217788ddac2a4fc0e36baefbfb6419361d55a30f95fca5ba920f","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_smr","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","e2ba4e596ca44c8d8bfd990b8a0d4f9eba78220785d14e88d29609923eafc3df","e2ba4e596ca44c8d8bfd990b8a0d4f9eba78220785d14e88d29609923eafc3df","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_ita","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","b515ae92671a6d5eebc6213c5d3314dfb99c93b9e07d750e833617570af176d7","b515ae92671a6d5eebc6213c5d3314dfb99c93b9e07d750e833617570af176d7","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_eng","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","0a3da5a5e73fd86375c10a9f6f1a87ddb777c9074944ee2137637f08a240bf72","0a3da5a5e73fd86375c10a9f6f1a87ddb777c9074944ee2137637f08a240bf72","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_svk","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","d453f5c95552ade91cdc362ae5713f8fb7577c83558ea22f04ffb3b4baa047f9","d453f5c95552ade91cdc362ae5713f8fb7577c83558ea22f04ffb3b4baa047f9","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
"uefa_nations_league_2026_27","team_lux","national_team_xg","ewma",12,12,0,0,,,"2026-09-24T15:59:59Z",,,"missing",,,,,,,,,,"unavailable","no_accepted_national_team_xg_source",,"senior_mens_national_team","shot_derived","aed5367f6ca09fe5b1ffc909f7e58b0fa32486ffb0a01633862bc7d1a5c39b6b","aed5367f6ca09fe5b1ffc909f7e58b0fa32486ffb0a01633862bc7d1a5c39b6b","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296","6946c90bfb364175b505bfc2069b1a1ecd548e7f0d2f8892025739232ca9b296"
