"fixture_id","home_team","away_team","date","venue","home_goals_expected","away_goals_expected","win_probability","draw_probability","loss_probability","predicted_outcome","most_likely_score","most_likely_home_goals","most_likely_away_goals","most_likely_score_probability","rounded_expected_score","rounded_expected_home_goals","rounded_expected_away_goals","over_2_5_probability","under_2_5_probability","both_teams_to_score_probability","n_sim","model_version","timestamp"
"Spain_vs_Italy_2026-06-10","Spain","Italy","2026-06-10","home",2.17834,0.74792,0.55624,0.25324,0.19052,"home_win","0-0",0,0,0.17912,"2-1",2,1,0.449940000000001,0.55006,0.292240000000001,50000,"1.1","2026-06-06 08:35:58.294934"
