"fixture_id","home_team","away_team","date","venue","home_goals_expected","away_goals_expected","win_probability","draw_probability","loss_probability","predicted_outcome","most_likely_score","most_likely_home_goals","most_likely_away_goals","most_likely_score_probability","rounded_expected_score","rounded_expected_home_goals","rounded_expected_away_goals","over_2_5_probability","under_2_5_probability","both_teams_to_score_probability","n_sim","model_version","timestamp"
"France_vs_England_2026-06-12","France","England","2026-06-12","neutral",1.71182,0.9025,0.47272,0.2757,0.25158,"home_win","0-0",0,0,0.19396,"2-1",2,1,0.413460000000001,0.58654,0.29754,50000,"1.1","2026-06-06 08:36:02.106289"
