"fixture_id","home_team","away_team","date","venue","home_goals_expected","away_goals_expected","win_probability","draw_probability","loss_probability","predicted_outcome","most_likely_score","most_likely_home_goals","most_likely_away_goals","most_likely_score_probability","rounded_expected_score","rounded_expected_home_goals","rounded_expected_away_goals","over_2_5_probability","under_2_5_probability","both_teams_to_score_probability","n_sim","model_version","timestamp"
"Germany_vs_Netherlands_2026-06-11","Germany","Netherlands","2026-06-11","home",1.61118,0.98308,0.44836,0.2802,0.27144,"home_win","0-0",0,0,0.19522,"2-1",2,1,0.40994,0.59006,0.30448,50000,"1.1","2026-06-06 08:36:00.240205"
