"edition_id","projection_run_id","team_id","league","p_quarter_final","p_semi_final","p_third_place","p_final","p_champion","p_direct_promotion","p_direct_relegation","p_playoff_eligibility","p_playoff_win","p_playoff_loss","status","suppression_reason","simulation_count","simulation_seed","ruleset_version","ruleset_sha256","source_bundle_id","model_release_id","row_sha256"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_cyp","C",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","7537283a2c203e9dc87a1c02e84dec931d4350d10f1329ac58d6c727fb87fb15"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_cze","A",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","ef74f37b3c1dd5f622dc472eebe093e705a5840a8ff027a066dd301ad10cf01e"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_den","A",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","3615034c3a68f53ceed5f0ba46d65e74d874175b16c58002c269008b5d67fe7d"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_deu","A",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","3322f9c7ef603334538e04dd41fe75ef136fac0bd52f1dd92973ef4a631fa795"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_eng","A",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","369267e7c5c611aa80110a66b15403dc6d7d604056b5406d396de7f6503eddd6"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_esp","A",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","04ec545e21ca7b18aa2a21eb4d27f9831a2a8e393171883b961837a2793c6723"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_est","C",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","d94bfe05d78d2441fe566b5cda640cd66c8bb8c183ea6f812034d93c957dcdf7"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_fin","C",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","146803065489c51d65c2dbaaa6052683e7a29555e85755444c2d668aeeede084"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_fra","A",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","bf4a969797b9d8f06e20729987b41e5654281a01d286013c70e125ae22a40647"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa","team_fro","C",0,,0,0,0,1,1,0,0,0,"unresolved","",1,15017,"uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","phase14-open-nb-incumbent-calibrated-v1","71b783ba595e189ac3f7085df94b9290773980028a149f02073c7be032080d0d"
