"edition_id","projection_run_id","simulation_seed","simulation_count","probability_sampling_policy","scoreline_conditioning_policy","penalty_resolution_policy","draw_policy_id","draw_policy_sha256","ruleset_version","ruleset_sha256","source_bundle_id","source_bundle_sha256","state_manifest_sha256","forecast_status_sha256","forecasts_sha256","score_distributions_sha256","model_release_id","release_manifest_sha256","release_selector_sha256","model_data_cutoff","feature_cutoff_sha256","generated_at_utc","output_sha256","row_sha256"
"uefa_nations_league_2026_27","phase15-nl-projection-aa8a81e5649029aa",15017,1,"calibrated_1x2_conditional_score_grid","calibrated_1x2_conditional_score_grid","seeded_bernoulli_0.5","phase15-article17-legal-draws-v1","db5332e51d4152c6cf33b0ae3c73fd0fc66f245d88b4ddf403a6c5c2f26449c3","uefa-nations-league-2026-27-v2","78cec2073663e09c2e421843bf86ce65ab54520e8c3db3564c93ae4add1b6b70","nl-2026-27-official-uefa-v2","d5a807768f5f30401d022a77c6f0095052579d0a0d8e7bebe4a22e1711e01dc2","249ec6727c38e02aa934a879a87fa14eabbef18dc5595b0e06268eee3b788967","8a28055a6971f07732962e1a1fd53bf87d14bba29f087767e9ca9d35df45ab7c","76ae84b3ef8c2f75dc96e1d1863870c0d038311331c5caabef477c1f4dfab635","0cff9fffd5ce175e36e10cb1f0cc73ebfb6cbec5f665716d96367cc16f02596e","phase14-open-nb-incumbent-calibrated-v1","0e89c2948c77b348c5b6d3832cf6d4e7721ca7794f8f68f857d6ae82b9fe7d50","fc9a617e48969b5d524f9994bccb31de0cb028829b4c58a1999b77cf12c5a990","2026-06-10","","","e118a3ed1a4d235b31cb78ca2e78e1009907418ace863898b763670c241b28f1","1c5d4c6a682ea0a1f40a79c3f7fef3823d06fc0e6396ff4aaef8484fb8de3260"
