"schema_version","edition_id","fixture_id","uefa_source_fixture_id","source_group_id","group_id","home_team_id","away_team_id","home_uefa_source_team_id","away_uefa_source_team_id","home_display_name","away_display_name","scheduled_at_utc","kickoff_confirmed","confirmed_kickoff_at_utc","source_status","match_status","completion_method","home_goals","away_goals","regulation_home_goals","regulation_away_goals","final_home_goals","final_away_goals","shootout_home_goals","shootout_away_goals","winner_team_id","evidence_completed_at_utc","counts_for_standings","counts_for_form","source_artifact_id","fixture_source_artifact_id","home_mapping_method","away_mapping_method","home_mapping_warning","away_mapping_warning","row_sha256"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047912",2047912,2014192,2014192,"team_gre","team_srb",49,147,"Greece","Serbia","2026-11-16T19:45:00Z",TRUE,"2026-11-16T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","4df97d501282a13504fa04e4699e97e15f49059f8d1f41166daaceefeec2d7f4"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047913",2047913,2014201,2014201,"team_kaz","team_svk",65146,58836,"Kazakhstan","Slovakia","2026-11-16T15:00:00Z",TRUE,"2026-11-16T15:00:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","20674d820868e4010a7262c1d695df099df1215bfb6a148395866c3a71828513"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047914",2047914,2014195,2014195,"team_sui","team_scotland",128,117,"Switzerland","Scotland","2026-11-16T19:45:00Z",TRUE,"2026-11-16T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","25e8b35bafcb62d54de3dec8780e8eed69105be6fa692884698d2f14fa9ad743"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047915",2047915,2014195,2014195,"team_mkd","team_svn",59205,57163,"North Macedonia","Slovenia","2026-11-16T19:45:00Z",TRUE,"2026-11-16T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","5d2a55266e8d1955d2facf21348044c2f4c071deb2fd31bd47c08cba561fc303"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047916",2047916,2014197,2014197,"team_isr","team_aut",65,8,"Israel","Austria","2026-11-17T19:45:00Z",TRUE,"2026-11-17T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","1eea9a860a5ac76fd4b5535283c7b57ee53e1931700c4de0b9a1a72027308bcc"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047917",2047917,2014198,2014198,"team_bih","team_rou",60094,113,"Bosnia and Herzegovina","Romania","2026-11-17T19:45:00Z",TRUE,"2026-11-17T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","548671b09466701f4ed53941a88cb3e0756ecdf170abbc6b48ee56d392c2bb7f"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047918",2047918,2014196,2014196,"team_ukr","team_geo",57166,57157,"Ukraine","Georgia","2026-11-17T19:45:00Z",TRUE,"2026-11-17T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","e6fabb6018350ed36debb2057fcbe3d85aa903aa72b9f42fb1e76d81992a362d"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047919",2047919,2014194,2014194,"team_den","team_nor",35,101,"Denmark","Norway","2026-11-17T19:45:00Z",TRUE,"2026-11-17T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","6f33729bd6b6a279e3292cbe4ed63842c3bfc9f59beb39e846d94420f19e07b1"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047920",2047920,2014194,2014194,"team_wal","team_por",144,110,"Wales","Portugal","2026-11-17T19:45:00Z",TRUE,"2026-11-17T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","0ba643455d55ece71ab4a6729a7d1ed87857173f724ccf1359f41d8dd968bfe6"
"phase14-normalized-result-v2","uefa_nations_league_2026_27","uefa_nations_league_2026_27-2047921",2047921,2014196,2014196,"team_hun","team_nir",57,63,"Hungary","Northern Ireland","2026-11-17T19:45:00Z",TRUE,"2026-11-17T19:45:00Z","UPCOMING","scheduled","not_applicable",,,,,,,,,,,FALSE,FALSE,"nl-2026-27-official-uefa-v2-results","nl-2026-27-official-uefa-v2-fixtures","source_id","source_id","none","none","f4adf49da6ed1d3aac019722e58bd7a9fac021c5dd563285942a4dc993a7a49c"
