"schema_version","edition_id","group_id","source_group_id","team_id","source_team_id","official_rank","played","wins","draws","losses","goals_for","goals_against","goal_difference","points","official_played","official_wins","official_draws","official_losses","official_goals_for","official_goals_against","official_goal_difference","official_points","source_bundle_id","source_artifact_id","team_mapping_method","group_mapping_method","mapping_method","mapping_warning","row_sha256"
"phase14-normalized-standings-v2","uefa_nations_league_2026_27","league-a-group-1","league-a-group-1","team_aut",100,1,,,,,,,,0,,,,,,,,0,"nl-2026-27-official-sample-v1","nl-2026-27-official-sample-v1-standings","source_id","source_id","source_id","official_aggregate_unavailable","61aba2c1a8e69b5718b7d566493251931a96e0a6a5fabdf21b0cc53712417dc1"
