"schema_version","source_edition_id","competition_status","edition_id","source_artifact_id","row_sha256"
"phase13-status-v1","uefa_nations_league_2026_27","scheduled","uefa_nations_league_2026_27","nl-2026-27-official-uefa-v2-status","dc921c6927eef5f6db7cf04ac473080d5b0bccee18ec3118c9421dbecd94b7d3"
